apps_sydney_2017/data/country_data/br	year	month	day	focal_depth	magnitute	country	location_name	latitude	longitude	deaths	missing	injuries	damage_millions_dollars			damage_description	houses_destroyed	houses_destroyed_description	houses_damaged	houses_damaged_description	total_deaths	total_deaths_description	total_missing	total_missing_description	total_injuries	total_injuries_description	total_damage_millions_dollars	total_damage_range	total_damage_description	total_houses_destroyed	total_houses_damaged
	2014	2	3	14	6.1	greece	greece:  kefalonia:  lixourion	38.292	20.337			16				1				1					16	1		Less than $1 Million	1		
	2014	2	12	10	6.9	china	china:  xinjiang province:  yutian	35.922	82.549							1				1								Less than $1 Million	1		
	2014	2	27	0	4.5	australia	australia:  kalgoorlie	-30.679	121.187							1												Less than $1 Million	1		
	2014	3	13	79	6.3	japan	japan:  southwestern	33.684	131.825			18				1									18	1		Less than $1 Million	1		
Tsu	2014	3	16	20	6.7	chile	chile:  iquique	-19.925	-70.628							1												Less than $1 Million	1		
	2014	3	29	5	5.1	usa	california:  la habra, brea, fullerton	33.932	-117.917				10.8			3				2						1	10.8	~$5 to $24 Million	3		
Tsu	2014	4	1	20	8.2	chile	chile:  northern:  iquique, alto hospicio	-19.642	-70.817	7						3			2500	4	7	1						~$5 to $24 Million	3		2500
Tsu	2014	4	3	40	7.6	chile	chile:  northern:  iquique	-20.4	-70.135																			#N/A			
	2014	4	4	26	5.4	china	china:  yunnan province:  xiluodu	28.155	103.641			21				1	75	2							21	1		Less than $1 Million	1	75	
	2014	4	10	13	6.1	nicaragua	nicaragua:  nagarote, managua	12.514	-86.379			250				3			1001	4	1	1			250	3		~$5 to $24 Million	3		1001
Tsu	2014	4	12	29	7.6	solomon islands	solomon islands	-11.315	162.211																			#N/A			
Tsu	2014	4	13	35	7.4	solomon islands	solomon islands	-11.451	162.069																			#N/A			
	2014	4	14	10	5.1	nicaragua	nicaragua:  managua, ciudad sandino	12.176	-86.296							1	7	1								1		Less than $1 Million	1	7	
	2014	4	18	24	7.2	mexico	mexico:  guerrero; mexico city	17.552	-100.816							1			127	2								Less than $1 Million	1		127
Tsu	2014	4	19	31	7.5	papua new guinea	papua new guinea:  solomon sea	-6.72	154.931																			#N/A			
	2014	5	5	7	6	thailand	thailand:  chiang rai	19.703	99.683							1	20	1		1	1	1			23	1		Less than $1 Million	1	20	
	2014	5	8	24	6.4	mexico	mexico:  tecpan	17.385	-100.656							1				1								Less than $1 Million	1		
	2014	5	8	15	4.5	pakistan	pakistan:  nawabshah	26.387	68.358	2		70				1		2			2	1			70	2		Less than $1 Million	1		
	2014	5	17	10	4.1	germany	germany:  hesse	49.915	8.624				1.36			2			70	2							1.36	~$1 to $5 Million	2		70
	2014	5	19	10	5.1	albania	albania:  belsh	40.977	19.879							1				1								Less than $1 Million	1		
	2014	5	24	10	6.9	greece	greece, turkey	40.305	25.453	3		266	450			4				1	3	1			266	3	4500	$25 Million or more	4		
	2014	5	30	10	5.9	china	china:  yunnan province:  yingjiang	24.976	97.865			45				1				1					45	1		Less than $1 Million	1		
Tsu	2014	6	23	20	6.9	new zealand	new zealand:  sse of raoul island	-30.118	-177.67																			#N/A			
Tsu	2014	6	23	108	7.9	usa	alaska:  aleutian islands	51.797	178.76																			#N/A			
	2014	7	7	60	6.9	mexico	mexico; guatemala:  san marcos	14.742	-92.409	5		12				1		1	50	1	5	1			12	1		Less than $1 Million	1		50
Tsu	2014	7	11	11	6.5	japan	japan:  sanriku	37.04	142.425			3													3	1		#N/A			
Tsu	2014	7	25	10	6.1	usa	alaska:  southeastern	58.358	-137.13																			#N/A			
	2014	7	29	95	6.3	mexico	mexico:  oaxaca	17.842	-95.524	1		1				1				1	1	1			1	1		Less than $1 Million	1		
	2014	8	1	10	5.6	algeria	algeria:  algiers	36.851	3.161	6		420									6	1			420	3		#N/A			
	2014	8	3	10	6.1	china	china:  yunnan:  ludian:   longtoushan, zhaotong	27.245	103.427	589		2400				3	12000	4			589	3			2400	4		~$5 to $24 Million	3	12000	
	2014	8	5	10	5.3	south africa	south africa	-26.986	26.741	1		2				2	13	1	1433	4	1	1			2	1		~$1 to $5 Million	2	13	1433
	2014	8	12	5	5.1	ecuador	ecuador:  quito	-0.076	-78.302	2		8									2	1			8	1		#N/A			
	2014	8	16	10	5.1	china	china:  yunnan province:  yongshan	28.182	103.57			6				1			337	3					6	1		Less than $1 Million	1		337
	2014	8	18	10	6.2	iran	iran:  abdanan	32.739	47.67			60				1		1							60	2		Less than $1 Million	1		
	2014	8	24	11	6	usa	california:  napa, vallejo	38.22	-122.313	1		172	700			4	126	3	532	3	1	1			172	3	700	$25 Million or more	4	126	532
	2014	9	20	19	5.2	philippines	philippines:  barangay luayon	6.881	125.251																1	1		Less than $1 Million	1	15	67
	2014	9	27	43	4.9	peru	peru:  paccha	-13.814	-71.744	8		5				1	45	3	70	3	8	1			5	1		Less than $1 Million	1	45	70
	2014	10	7	11	6	china	china:   yunnan province:  yongping	23.386	100.487	1		323				1		1			1	1			323	3		Less than $1 Million	1		
Tsu	2014	10	9	16	7.1	chile	chile: easter island region	-32.115	-110.779																			#N/A			
Tsu	2014	10	14	40	7.3	el salvador	el salvador:  gulf of fonseca	12.526	-88.123	1						1	5	1	41	1	1	1						Less than $1 Million	1	5	41
Tsu	2014	11	15	35	7.1	indonesia	indonesia:  n. moluccas islands	1.928	126.547																			#N/A			
	2014	11	22	15	5.9	china	china:  sichuan province:  kangding	30.343	101.72	1		15				1	2	1		1	1	1			15	1		Less than $1 Million	1	2	
	2014	11	22	10	6.2	japan	japan:  nagano:  hakuba, otari	36.64	137.911			41				1	50	1		2					41	1		Less than $1 Million	1	50	
	2014	12	6	11	5.6	china	china:  yunnan province:  yongping	23.336	100.474	1		15				2	434	3	17000	4	1	1			15	1		~$1 to $5 Million	2	434	17000
Tsu	2015	2	16	23	6.7	japan	japan:  honshu	39.83	142.89																			#N/A			
Tsu	2015	2	19	10	6.4	vanuatu	vanuatu islands	-16.431	168.148																			Less than $1 Million	1		
	2015	2	20	10	4.6	china	china:  yunnan province	23.663	102.907							1			276	3								Less than $1 Million	1		276
	2015	2	21	7	3.4	bosnia-herzegovina	balkans nw:  bosnia-herzegovina:	44.52	18.93	4		1									4	1			1	1		#N/A			
	2015	2	22	16	5.2	china	china:  xinjiang province:  shawan	44.107	85.641				14.65			3			1728	4							14.65	~$5 to $24 Million	3		1728
	2015	2	26	29	5.4	pakistan	pakistan:  battagram	34.658	73.302			5				1			2	1					5	1		Less than $1 Million	1		2
	2015	3	8	9	4.4	serbia and montenegro	balkans nw: serbia:  kosjeric	44.126	19.936							1			100	2								Less than $1 Million	1		100
	2015	3	14	10	4.7	china	china:  anhui province:  fuyang	33.179	115.798	2		13				2	155	3	10000	4	2	1			13	1		~$1 to $5 Million	2	155	10000
Tsu	2015	3	29	40	7.5	papua new guinea	papua new guinea	-4.76	152.556																			#N/A			
	2015	4	20	29	6.4	taiwan	taiwan:  taipei	24.194	122.327	1		1	1			1			1	1	1	1			1	1		Less than $1 Million	1		1
	2015	4	25	15	7.8	nepal	nepal:   kathmandu	28.147	84.708	8200	366	17866	10000			4	299588	4	269107	4	8200	4	366	3	17866	4	10000	$25 Million or more	4	299588	269107
Tsu	2015	5	2	33	5.7	japan	japan:  honshu:  s. of	31.594	140.167																			#N/A			
Tsu	2015	5	5	42	7.5	papua new guinea	papua new guinea	-5.465	151.886							1				1								Less than $1 Million	1		
	2015	5	12	15	7.3	nepal	nepal:   dolakha	27.837	86.077	117		2800				2		2			117	2			2800	4		~$1 to $5 Million	2		
	2015	5	30	678	7.8	japan	japan:  bonin islands [chichijima island]	27.831	140.493																			#N/A			
	2015	6	4	10	6	malaysia	malaysia:  sabah:  lahad,datu,kanak	5.987	116.541	18						1			23	1	18	1				2		Less than $1 Million	1		23
	2015	6	28	26	5.1	india	india:  kokrajhar	26.642	90.401			2								1					2	1		Less than $1 Million	1		
	2015	7	3	20	6.4	china	china:  s. xinjiang:  hotan	37.468	78.136	3		263				3	3000	4			3	1			263	3		~$5 to $24 Million	3	3000	
Tsu	2015	7	10	12	6.7	solomon islands	solomon islands	-9.303	158.396																			#N/A			
Tsu	2015	7	18	10	7	solomon islands	solomon islands	-10.444	165.172																			#N/A			
	2015	7	24	19	5.1	pakistan	pakistan:  abbottabad	33.884	73.225	3						1	3	1			3	1						Less than $1 Million	1	3	
Tsu	2015	7	27	29	6.9	usa	alaska	52.376	-169.446																			#N/A			
	2015	7	27	48	7	indonesia	indonesia:  papua	-2.683	138.508		1					1			5	1			1	1				Less than $1 Million	1		5
	2015	7	29	10	5.9	panama	colombia-panama:  colombia:  unguia	8.237	-77.298							1			41	1								Less than $1 Million	1		41
	2015	8	7	10	5.5	rwanda	rwanda:  bukavu	-2.102	28.93	3		30									3	1			30	1		#N/A			
Tsu	2015	9	16	22	8.3	chile	chile:  central	-31.573	-71.674	7	1	14	600			4	2305	4	10044	4	15	1	1	1	14	1	600	$25 Million or more	4	2305	10044
	2015	9	24	18	6.6	indonesia	indonesia:  sorong	-0.631	131.244			39				2			260	3					39	1		~$1 to $5 Million	2		260
	2015	10	17	14	5.8	argentina	argentina:  galpon	-25.42	-64.444	1		5				1			20	1	1	1			5	1		Less than $1 Million	1		20
	2015	10	26	213	7.5	afghanistan	afghanistan: hindu kush	36.441	70.717	300		1700				3	4000	4			300	3			1700	4		~$5 to $24 Million	3	4000	
	2015	11	7	14	5.3	venezuela	venezuela:  merida	8.477	-71.365	1						1	33	1	83	2	1	1						Less than $1 Million	1	33	83
Tsu	2015	11	11	10	6.9	chile	chile:  la serena	-29.439	-72.105																			#N/A			
Tsu	2015	11	13	12	6.7	japan	japan:  kyusyu island	30.991	128.877																			#N/A			
Tsu	2015	11	17	11	6.5	greece	greece:  lefkada, kefalonia, ithaca	38.755	20.552	2		4				2	1	1		2	2	1			4	1		~$1 to $5 Million	2	1	
	2015	11	24	612	7.6	peru	peru-brazil	-10.047	-71.023																			#N/A			
	2015	11	24	601	7.6	peru	peru-brazil	-10.548	-70.904																			#N/A			
	2015	12	7	26	7.2	tajikistan	tajikistan	38.258	72.767	2						3	500	3			2	1				3		~$5 to $24 Million	3	500	
	2015	12	25	203	6.3	afghanistan	afghanistan:  hindu kush:  nangarhar; pakistan	36.5	71.132	2		97				1		1		1	2	1			97	2		Less than $1 Million	1		
	2016	1	3	55	6.7	india	india:  impahl	24.834	93.656	13		100				1				2	13	1			100	2		Less than $1 Million	1		
	2016	1	16	46	5.5	indonesia	indonesia: maluku:  ambalau island	-3.863	127.229			8				1			120	3					8	1		Less than $1 Million	1		120
	2016	1	24	128	7.1	usa	alaska:  kenai	59.658	-153.452							1	4	1										Less than $1 Million	1	4	
	2016	1	25	10	6.3	morocco	morocco:  melilla	35.741	-3.597			15				1		1							15	1		Less than $1 Million	1		
	2016	2	5	23	6.4	taiwan	taiwan:  tainan	22.939	120.593	116		525				3					116	3			525	3		~$5 to $24 Million	3		
Tsu	2016	3	2	24	7.8	indonesia	indonesia: sumatra:	-4.908	94.275													1						#N/A			
	2016	4	10	212	6.6	afghanistan	afghanistan:  khyber pakhtunkhwa	36.472	71.131	6		5				1			20	1	6	1			5	1		Less than $1 Million	1		20
	2016	4	15	10	7	japan	japan:  kumamoto, oita	32.782	130.726	50		1500	4600			4	80000	4			50	1			1500	4	4600	$25 Million or more	4	80000	
	2016	4	16	21	7.8	ecuador	ecuador:  near west coast:  puerto lopez, salango	0.382	-79.922	662	9	6274					6998	4	2740	4	662	3	9	1	6274	4		#N/A		6998	2740
Tsu	2016	4	28	27	7	vanuatu	vanuatu islands	-16.074	167.393																			#N/A			
	2016	5	11	10	5.5	china	china:  tibet (xizang province)	32.038	94.987			60				1		1							60	2		Less than $1 Million	1		
	2016	5	18	31	6.8	ecuador	ecuador:  manabi province	0.465	-79.641	1		162				1		1	32	1	1	1			162	3		Less than $1 Million	1		32
	2016	6	7	38	6.3	indonesia	indonesia:  maluku:  ternate island	1.295	126.355							1				3								Less than $1 Million	1		
	2016	7	1	10	5.4	tajikistan	tajikistan:  rasht	38.883	70.626							1			31	1								Less than $1 Million	1	31	
	2016	7	29	212	7.7	usa territory	northern mariana islands	18.515	145.529																			#N/A			
	2016	7	31	10	5.9	indonesia	indonesia:  sumbawa island:  west nusa tenggara	-8.218	117.816			4				2			700	3					4	1		~$1 to $5 Million	2		700
Tsu	2016	8	12	10	7.2	new caledonia	new caledonia:  loyalty islands	-22.495	173.111																			#N/A			
	2016	8	15	10	5.4	peru	peru:  arequipa	-15.613	-71.671	4		67				1	689	3	1291	3	4	1			67	2		Less than $1 Million	1	689	1291
Tsu	2016	8	19	10	7.4	south georgia and the south sandwich islands	south sandwich islands	-55.279	-31.874																			#N/A			
	2016	8	24	10	6.2	italy	italy:  accumoli, arquata, amatrice	42.714	13.172	299	15	368				3		3		2	299	3	15	1	368	3		~$5 to $24 Million	3		
	2016	8	24	84	6.8	myanmar (burma)	myanmar (burma): chauk	20.919	94.579	3		20				2			200	3	3	1			20	1		~$1 to $5 Million	2		200
Tsu	2016	9	1	19	7.1	new zealand	new zealand:  gisborne	-37.401	179.055																			#N/A			
	2016	9	10	40	5.9	tanzania	tanzania:  lake victoria	-1.03	31.56	19		252				3	1044	4	6281	4	19	1			252	3		~$5 to $24 Million	3	1044	6281
	2016	9	11	10	5.3	macedonia	balkans nw:  macedonia	42.012	21.481			30				1				1					30	1		Less than $1 Million	1		
	2016	9	12	10	4.6	south korea	south korea:  gyeongju	35.769	129.227	1		14				1			106	3	1	1			14	1		Less than $1 Million	1		106
	2016	9	23	10	4.8	rwanda	rwanda:  risuzi; congo:  ukavu	-2.65	29.06	3		25				1		1			3	1			25	1		Less than $1 Million	1		
	2016	10	1	10	5.4	pakistan	pakistan:  mansehra, naran	34.905	73.682	1						1		2			1	1				2		Less than $1 Million	1		
	2016	10	21	10	6.2	japan	japan:  kurayoshi	35.374	133.809			7				1	2	1	160	3					7	1		Less than $1 Million	1	2	160
	2016	10	26	10	6.6	italy	italy:  visso, ussita	42.934	13.043	1						1			1001	4	1	1				1		Less than $1 Million	1		1001
	2016	10	30	10	6.6	italy	italy: norcia	42.855	13.088			12				1		1		1					12	1		Less than $1 Million	1		
	2016	11	7	5	5	usa	oklahoma:  cushing	35.984	-96.798							1			50	1						1		Less than $1 Million	1		50
Tsu	2016	11	13	53	7.8	new zealand	new zealand:  amberley	-42.757	173.077	2						2				1	2	1						~$1 to $5 Million	2	1	
Tsu	2016	11	21	11	6.9	japan	japan: near e coast honshu	37.392	141.403							1										1		Less than $1 Million	1		
Tsu	2016	11	24	10	7	nicaragua	nicaragua	11.96	-88.835																			#N/A			
	2016	11	27	10	5.4	nepal	nepal:   mount ama dablam, charikharka	27.806	86.532	1		1				1	2	1			1	1			1	1		Less than $1 Million	1	2	
	2016	11	29	5		poland	poland:  rudna	51.613	16.157	8		9				1					8	1			9	1		Less than $1 Million	1		
	2016	12	1	10	6.2	peru	peru:  puno, lampa	-15.294	-70.823	1		17				1	8	1	40	1	1	1			17	1		Less than $1 Million	1	8	40
	2016	12	6	8	6.5	indonesia	indonesia:  sumatra:  aceh:  pidie jaya	5.281	96.108	101		600				3	245	3	11922	4	101	3			857	3		~$5 to $24 Million	3	245	11922
	2016	12	8	41	7.8	solomon islands	solomon islands	-10.665	161.335	1						1	191	3	126	3	1	1						Less than $1 Million	1	191	126
Tsu	2016	12	9	21	6.9	solomon islands	solomon islands	-10.73	161.107																			#N/A			
Tsu	2016	12	17	103	7.9	papua new guinea	papua new guinea:  new britain new ireland	-4.509	153.45																			#N/A			
	2016	12	19	10	5.4	ecuador	ecuador:  esmeraldas	0.816	-79.74	3						1	10	1	65	1	3	1			15	1		Less than $1 Million	1	10	65
Tsu	2016	12	25	35	7.6	chile	chile	-43.416	-73.88							1												Less than $1 Million	1		
	2017	1	3	32	5.7	india	india:  ambasa	24.015	92.018	2		3				1				2	2	1			3	1		Less than $1 Million	1		
Tsu	2017	1	3	17	6.9	fiji	fiji islands	-19.326	176.053																			#N/A			
	2017	1	6	10	5	iran	iran:  khonj	28.2	53.107	4		4				1					4	1			4	1		Less than $1 Million	1		
	2017	1	18	7	5.7	italy	italy:  farindola	42.601	13.227	29						1		1			29	1						Less than $1 Million	1		
Tsu	2017	1	22	136	7.9	papua new guinea	papua new guinea:  bougainville island	-6.214	155.122							1												Less than $1 Million	1		
	2017	2	7	26	6.3	pakistan	pakistan:  pasni	25.216	63.272							1				1								Less than $1 Million	1		
	2017	2	10	15	6.5	philippines	philippines: surigao del norte	9.911	125.461	8		202				2	215	3	3042	4	8	1			202	3		~$1 to $5 Million	2	215	3042
	2017	3	13	10	5.1	myanmar (burma)	myanmar (burma):  tharrawaddy	17.415	95.999	2		36				1		1		1	2	1			36	1		Less than $1 Million	1		
	2017	4	5	13	6.1	iran	iran:  sefid sang	35.8	60.436	2		11				1				1	2	1			11	1		Less than $1 Million	1		
	2017	4	8	43	5.9	philippines	philippines: batangas, calabarzon	13.725	120.929			6				2	506	3	2108	4					6	1		~$1 to $5 Million	2	506	2108
	2017	4	10	10	4.8	el salvador	el salvador: san salvador,soyapango	13.753	-89.16	1		3				1					1	1			3	1		Less than $1 Million	1		
Tsu	2017	4	24	25	6.9	chile	chile:  valparaiso	-33.073	-72.051																						
