"","country","year(date)","landslides","earthquakes","fatalities","injuries","avg_affected_pop","avg_elevation","avg_magnitude","max_magnitude","mode_damage","earthquake_houses_damaged","avg_distance_to_city"
"1","Afghanistan",2007,2,0,115,NA,1521766,1094,NA,NA,"numeric",NA,266.881263205985
"2","Afghanistan",2008,2,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"3","Afghanistan",2009,1,2,29,NA,NA,NA,NA,NA,"numeric",NA,NA
"4","Afghanistan",2010,2,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"5","Afghanistan",2012,0,1,75,13,NA,NA,5.8,5.8,"numeric",593,NA
"6","Afghanistan",2013,0,1,18,141,NA,NA,5.5,5.5,"numeric",676,NA
"7","Afghanistan",2014,3,0,2105,0,30212,1659.66666666667,NA,NA,"numeric",NA,418.684107767685
"8","Afghanistan",2015,0,2,302,1797,NA,NA,6.9,7.5,"numeric",NA,NA
"9","Afghanistan",2016,0,1,6,5,NA,NA,6.6,6.6,"numeric",20,NA
"10","Albania",2007,0,1,NA,NA,NA,NA,4.5,4.5,"numeric",NA,NA
"11","Albania",2010,1,0,0,NA,0,85,NA,NA,"numeric",NA,295.126882924378
"12","Albania",2014,0,1,NA,NA,NA,NA,5.1,5.1,"numeric",NA,NA
"13","Algeria",2008,0,2,2,NA,NA,NA,5.05,5.5,"numeric",NA,NA
"14","Algeria",2010,0,1,2,43,NA,NA,5.2,5.2,"numeric",NA,NA
"15","Algeria",2013,0,2,NA,16,NA,NA,4.85,4.9,"numeric",NA,NA
"16","Algeria",2014,0,1,6,420,NA,NA,5.6,5.6,"numeric",NA,NA
"17","Algeria ",2009,1,0,6,NA,148000,9,NA,NA,"numeric",NA,165.469006366584
"18","American Samoa",2009,4,0,0,NA,2541.5,72.5,NA,NA,"numeric",NA,73.2760506210636
"19","American Samoa",2012,1,0,NA,NA,2124,19,NA,NA,"numeric",NA,152.981846223413
"20","Angola",2010,2,0,0,NA,2776168,73,NA,NA,"numeric",NA,340.134444540808
"21","Angola",2011,1,0,0,NA,2776168,73,NA,NA,"numeric",NA,734.690277691444
"22","Antarctica",2013,0,1,NA,NA,NA,NA,7.8,7.8,"numeric",NA,NA
"23","Argentina",2008,0,1,NA,NA,NA,NA,4.1,4.1,"numeric",NA,NA
"24","Argentina",2009,3,0,3,NA,312567.666666667,526.333333333333,NA,NA,"numeric",NA,61.8335287673122
"25","Argentina",2010,1,1,5,NA,NA,NA,NA,NA,"numeric",NA,NA
"26","Argentina",2013,1,0,NA,NA,56859,29,NA,NA,"numeric",NA,31.5113998732271
"27","Argentina",2014,1,0,3,0,1083,1296,NA,NA,"numeric",NA,48.6741073978378
"28","Argentina",2015,0,1,1,5,NA,NA,5.8,5.8,"numeric",20,NA
"29","Armenia",2010,2,0,0,NA,2277,1045.5,NA,NA,"numeric",NA,402.021805630925
"30","Armenia",2011,1,0,3,NA,1235,754,NA,NA,"numeric",NA,187.83176502919
"31","Atlantic Ocean",2008,0,1,NA,NA,NA,NA,5,5,"numeric",NA,NA
"32","Australia",2007,1,0,NA,NA,15582,119,NA,NA,"numeric",NA,201.826909243308
"33","Australia",2008,6,0,NA,NA,40680.1666666667,348.166666666667,NA,NA,"numeric",NA,159.153851787321
"34","Australia",2009,5,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"35","Australia",2010,21,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"36","Australia",2011,24,0,NA,NA,209426.25,129.875,NA,NA,"numeric",NA,367.681506392782
"37","Australia",2012,11,0,NA,NA,7241.63636363636,305.090909090909,NA,NA,"numeric",NA,307.486202039852
"38","Australia",2013,10,0,NA,NA,20490.4,152.2,NA,NA,"numeric",NA,262.61954400378
"39","Australia",2014,1,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"40","Austria",2007,1,0,NA,NA,9651,434,NA,NA,"numeric",NA,300.086123657937
"41","Austria",2010,2,0,1,NA,0,696,NA,NA,"numeric",NA,464.041254273752
"42","Austria",2012,1,0,NA,NA,0,644,NA,NA,"numeric",NA,74.0650358724129
"43","Austria",2013,6,0,NA,NA,4098.83333333333,848,NA,NA,"numeric",NA,157.191126083704
"44","Azerbaijan",2008,2,0,NA,NA,7392,NA,NA,NA,"numeric",NA,NA
"45","Azerbaijan",2010,16,0,4,NA,32191.875,642.75,NA,NA,"numeric",NA,560.335976135974
"46","Azerbaijan",2012,0,1,NA,50,NA,NA,5.7,5.7,"numeric",NA,NA
"47","Azerbaijan",2014,1,0,0,0,37949,75,NA,NA,"numeric",NA,221.037117112863
"48","Bangladesh",2007,5,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"49","Bangladesh",2008,4,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"50","Bangladesh",2009,2,0,16,NA,19015.5,21.5,NA,NA,"numeric",NA,713.775110514214
"51","Bangladesh",2010,8,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"52","Bangladesh",2011,3,0,23,NA,4769748.33333333,20.6666666666667,NA,NA,"numeric",NA,49.28967107553
"53","Bangladesh",2012,5,0,110,NA,946718.2,18.4,NA,NA,"numeric",NA,562.260504902919
"54","Bangladesh",2013,3,0,NA,NA,1328648.33333333,19,NA,NA,"numeric",NA,871.654949213975
"55","Bangladesh",2014,3,0,4,1,1345034.66666667,17.6666666666667,NA,NA,"numeric",NA,412.804657364001
"56","Bangladesh",2015,1,0,1,4,253788,3,NA,NA,"numeric",NA,13.8488122818214
"57","Barbados",2008,1,0,NA,NA,1765,49,NA,NA,"numeric",NA,133.094973420591
"58","Bermuda",2011,1,0,0,NA,902,22,NA,NA,"numeric",NA,87.3654306431375
"59","Bhutan",2007,2,0,NA,NA,1853.5,1827.5,NA,NA,"numeric",NA,507.373605447247
"60","Bhutan",2008,2,0,NA,NA,8947.5,1115,NA,NA,"numeric",NA,752.991092033689
"61","Bhutan",2009,4,3,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"62","Bhutan",2010,8,0,NA,NA,4000.125,1967.125,NA,NA,"numeric",NA,497.0251614175
"63","Bhutan",2011,1,0,1,NA,2805,2108,NA,NA,"numeric",NA,15.2676275274586
"64","Bhutan",2012,3,0,NA,NA,38857,1516.33333333333,NA,NA,"numeric",NA,372.074243573042
"65","Bolivia",2009,1,0,0,NA,812799,3782,NA,NA,"numeric",NA,18.1672441840299
"66","Bolivia",2010,3,0,16,NA,281880.333333333,3110,NA,NA,"numeric",NA,676.156726654959
"67","Bolivia",2011,1,0,0,NA,812799,3782,NA,NA,"numeric",NA,337.858408788715
"68","Bolivia",2013,1,0,21,27,2361,1575,NA,NA,"numeric",NA,1510.76437413077
"69","Bolivia",2014,3,0,20,0,67714.6666666667,2475.66666666667,NA,NA,"numeric",NA,830.430659909897
"70","Bosnia",2014,3,0,0,0,8670.33333333333,345.666666666667,NA,NA,"numeric",NA,275.52086154953
"71","Bosnia-Herzegovina",2015,0,1,4,1,NA,NA,3.4,3.4,"numeric",NA,NA
"72","Bosnia and Herzegovina",2010,5,0,3,NA,35231.2,302.8,NA,NA,"numeric",NA,161.862629732541
"73","Brazil",2007,4,1,14,NA,NA,NA,NA,NA,"numeric",NA,NA
"74","Brazil",2008,3,2,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"75","Brazil",2009,11,0,NA,NA,3021980.36363636,379.727272727273,NA,NA,"numeric",NA,141.781041200254
"76","Brazil",2010,128,0,NA,NA,2315885.359375,342.6796875,NA,NA,"numeric",NA,145.435205248722
"77","Brazil",2011,35,0,984,NA,176375.228571429,358.628571428571,NA,NA,"numeric",NA,160.208432176256
"78","Brazil",2012,5,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"79","Brazil",2013,17,0,NA,NA,110318.470588235,491.470588235294,NA,NA,"numeric",NA,185.706586145462
"80","Brazil",2014,2,0,0,0,763043,32,NA,NA,"numeric",NA,114.547815208162
"81","Brunei",2007,2,0,NA,NA,41780,10.5,NA,NA,"numeric",NA,489.143201373263
"82","Brunei",2008,4,0,NA,NA,55831,13.5,NA,NA,"numeric",NA,251.547748195665
"83","Brunei",2009,1,0,2,NA,64409,16,NA,NA,"numeric",NA,611.961888169359
"84","Brunei",2010,4,0,0,NA,37984.75,9,NA,NA,"numeric",NA,274.631257873911
"85","Brunei",2011,3,0,0,NA,34237,13.3333333333333,NA,NA,"numeric",NA,198.185172900742
"86","Bulgaria",2007,2,0,NA,NA,582265.5,197.5,NA,NA,"numeric",NA,398.667682355962
"87","Bulgaria",2008,1,0,NA,NA,0,811,NA,NA,"numeric",NA,189.361642245317
"88","Bulgaria",2010,3,0,0,NA,16568.3333333333,552.666666666667,NA,NA,"numeric",NA,137.546278720132
"89","Bulgaria",2012,3,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"90","Bulgaria",2013,2,0,6,NA,9352,278.5,NA,NA,"numeric",NA,68.2618331006355
"91","Bulgaria",2014,1,0,0,0,312770,54,NA,NA,"numeric",NA,94.6169555486162
"92","Burkina Faso",2008,1,0,34,NA,6483,307,NA,NA,"numeric",NA,1107.02230734405
"93","Burma",2014,1,0,6,4,90894,NA,NA,NA,"numeric",NA,NA
"94","Cameroon",2007,1,0,NA,NA,43509,1610,NA,NA,"numeric",NA,0.19102476730932
"95","Cameroon",2008,1,0,NA,NA,290768,1438,NA,NA,"numeric",NA,34.1800007384697
"96","Cameroon",2009,1,0,0,NA,393835,1258,NA,NA,"numeric",NA,11.5973041855211
"97","Cameroon",2011,1,0,0,NA,1338082,19,NA,NA,"numeric",NA,93.8007959926865
"98","Canada",2007,8,0,NA,NA,141240.5,231,NA,NA,"numeric",NA,189.812891609889
"99","Canada",2008,12,0,NA,NA,8189.75,227.666666666667,NA,NA,"numeric",NA,378.81314558784
"100","Canada",2009,4,0,NA,NA,23751,-2294.5,NA,NA,"numeric",NA,326.476931940025
"101","Canada",2010,22,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"102","Canada",2011,16,0,0,NA,31527,-250.0625,NA,NA,"numeric",NA,284.203382762867
"103","Canada",2012,14,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"104","Canada",2013,15,0,NA,NA,26528.2666666667,445.733333333333,NA,NA,"numeric",NA,448.343022344089
"105","Canada",2014,12,0,0,2,21880.8461538462,NA,NA,NA,"numeric",NA,NA
"106","Canary Islands",2010,1,0,0,NA,222417,55,NA,NA,"numeric",NA,54.6584008862551
"107","Chile",2007,0,3,NA,NA,NA,NA,6.6,7.7,"numeric",NA,NA
"108","Chile",2008,1,0,3,NA,27595,568,NA,NA,"numeric",NA,1253.90892605799
"109","Chile",2009,4,0,4,NA,98272.75,335,NA,NA,"numeric",NA,490.600184592266
"110","Chile",2010,0,2,NA,NA,NA,NA,7.85,8.8,"numeric",NA,NA
"111","Chile",2011,1,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"112","Chile",2012,3,3,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"113","Chile",2013,1,0,0,NA,24460,37,NA,NA,"numeric",NA,238.474898494667
"114","Chile",2014,0,4,NA,NA,NA,NA,7.4,8.2,"numeric",NA,NA
"115","Chile",2015,0,2,NA,NA,NA,NA,7.6,8.3,"numeric",NA,NA
"116","Chile",2016,0,1,NA,NA,NA,NA,7.6,7.6,"numeric",NA,NA
"117","Chile",2017,0,1,NA,NA,NA,NA,6.9,6.9,"numeric",NA,NA
"118","China",2007,35,4,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"119","China",2008,51,15,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"120","China",2009,11,6,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"121","China",2010,76,5,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"122","China",2011,44,10,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"123","China",2012,38,5,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"124","China",2013,71,6,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"125","China",2014,22,8,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"126","China",2015,0,4,NA,NA,NA,NA,5.225,6.4,"numeric",NA,NA
"127","China",2016,0,1,NA,60,NA,NA,5.5,5.5,"numeric",NA,NA
"128","Colombia",2007,3,2,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"129","Colombia",2008,9,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"130","Colombia",2009,2,0,6,NA,31816,343.5,NA,NA,"numeric",NA,260.641309766145
"131","Colombia",2010,23,0,143,NA,237959.347826087,1443.04347826087,NA,NA,"numeric",NA,239.689834485682
"132","Colombia",2011,39,0,168,NA,255984.948717949,1504.5641025641,NA,NA,"numeric",NA,224.77478639297
"133","Colombia",2012,5,0,NA,NA,32292,566.2,NA,NA,"numeric",NA,308.528391246214
"134","Colombia",2013,2,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"135","Columbia",2014,4,0,10,14,207698.25,1070.5,NA,NA,"numeric",NA,193.896360214189
"136","Congo",2008,0,1,38,717,NA,NA,5.9,5.9,"numeric",815,NA
"137","Costa Rica",2007,5,0,NA,NA,13048.4,947.2,NA,NA,"numeric",NA,197.737400255739
"138","Costa Rica",2008,6,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"139","Costa Rica",2009,1,1,24,NA,NA,NA,NA,NA,"numeric",NA,NA
"140","Costa Rica",2010,23,0,28,NA,9108.95652173913,717.304347826087,NA,NA,"numeric",NA,370.389858894337
"141","Costa Rica",2011,5,0,0,NA,13258.6,765.4,NA,NA,"numeric",NA,462.305547588835
"142","Costa Rica",2012,4,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"143","Costa Rica",2013,5,0,NA,NA,4475.4,994.6,NA,NA,"numeric",NA,526.120668283707
"144","Croatia",2010,1,0,0,2,2169,NA,NA,NA,"numeric",NA,NA
"145","Cuba",2010,2,0,0,NA,90356.5,21,NA,NA,"numeric",NA,193.998879023032
"146","Cuba",2013,1,0,0,NA,7205,226,NA,NA,"numeric",NA,510.769170772855
"147","Czech Republic",2008,0,1,2,3,NA,NA,4.1,4.1,"numeric",NA,NA
"148","Czech Republic",2010,1,0,0,NA,8727,320,NA,NA,"numeric",NA,194.216812000909
"149","Czech Republic",2011,1,0,0,NA,1165581,202,NA,NA,"numeric",NA,107.085573369607
"150","Czech Republic",2013,1,0,0,0,3190,463,NA,NA,"numeric",NA,205.226255007275
"151","Democratic Republic of Congo",2007,2,0,NA,NA,4535287,282.5,NA,NA,"numeric",NA,60.0780690230646
"152","Democratic Republic of Congo",2010,1,0,54,NA,144124,1468,NA,NA,"numeric",NA,308.818385608708
"153","Dominica",2007,2,0,NA,NA,8636.5,303,NA,NA,"numeric",NA,168.308412795602
"154","Dominica",2010,8,0,0,NA,1535.25,348.125,NA,NA,"numeric",NA,237.127114669294
"155","Dominica",2013,3,0,0,NA,1917,-3123.33333333333,NA,NA,"numeric",NA,229.829972713473
"156","Dominica",2014,1,0,0,0,2184,1,NA,NA,"numeric",NA,136.987436767121
"157","Dominican Republic",2007,4,0,NA,NA,320963.25,113.5,NA,NA,"numeric",NA,113.334839880777
"158","Dominican Republic",2008,2,0,NA,NA,12217,20,NA,NA,"numeric",NA,186.420932809268
"159","Dominican Republic",2009,3,0,NA,NA,9774.66666666667,345.666666666667,NA,NA,"numeric",NA,182.700334936213
"160","Dominican Republic",2011,3,0,2,NA,747091.666666667,585.333333333333,NA,NA,"numeric",NA,70.8553902956535
"161","Dominican Republic",2012,1,0,NA,NA,146000,34,NA,NA,"numeric",NA,68.5993774017014
"162","East Timor",2011,1,0,0,NA,150000,3,NA,NA,"numeric",NA,235.124117139966
"163","Ecuador",2007,3,2,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"164","Ecuador",2008,2,0,NA,NA,703561.5,1434.5,NA,NA,"numeric",NA,1003.78408636297
"165","Ecuador",2009,1,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"166","Ecuador",2010,3,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"167","Ecuador",2011,4,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"168","Ecuador",2012,2,0,20,NA,29715.5,15.5,NA,NA,"numeric",NA,599.77595994229
"169","Ecuador",2013,3,0,24,NA,68001,199.666666666667,NA,NA,"numeric",NA,1570.02140033037
"170","Ecuador",2014,0,1,2,8,NA,NA,5.1,5.1,"numeric",NA,NA
"171","Ecuador",2016,0,3,666,NA,NA,NA,6.66666666666667,7.8,"numeric",2837,NA
"172","El Salvador",2007,1,0,NA,NA,7797,1255,NA,NA,"numeric",NA,0.128522957835313
"173","El Salvador",2008,1,0,NA,NA,124694,723,NA,NA,"numeric",NA,188.509453793612
"174","El Salvador",2009,4,0,NA,NA,39569.75,702.75,NA,NA,"numeric",NA,188.993868049913
"175","El Salvador",2010,1,0,0,NA,5055,1255,NA,NA,"numeric",NA,115.404511061341
"176","El Salvador",2011,1,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"177","El Salvador",2014,0,1,1,NA,NA,NA,7.3,7.3,"numeric",41,NA
"178","El Salvador",2017,0,1,1,3,NA,NA,4.8,4.8,"numeric",NA,NA
