city_name	latitude	longitude	feature_class	feature_code	country_code	population	elevation	average_elevation	timezone		
Anjie	25.95788	116.46189	P	PPLA4	CN	0		511	Asia/Shanghai		
Tiechang	25.93176	116.39547	P	PPLA4	CN	0		487	Asia/Shanghai		
Dengjia	25.91653	116.83873	P	PPLA4	CN	0		382	Asia/Shanghai		
Sibao	25.89519	116.70631	P	PPLA4	CN	0		476	Asia/Shanghai		
Datong	25.84231	116.35886	P	PPLA4	CN	0		315	Asia/Shanghai		
Lijia	25.82776	116.78646	P	PPLA4	CN	0		320	Asia/Shanghai		
Gechuan	25.75689	116.74045	P	PPLA4	CN	0		384	Asia/Shanghai		
Jiele	25.72848	116.78299	P	PPLA4	CN	0		358	Asia/Shanghai		
Liwu	25.64917	116.86917	P	PPLA4	CN	0		781	Asia/Shanghai		
Xuanhe	25.61047	116.64093	P	PPLA4	CN	0		370	Asia/Shanghai		
Sanzhou	25.59261	116.37868	P	PPLA4	CN	0		270	Asia/Shanghai		
Hongshan	25.49506	116.10267	P	PPLA4	CN	0		465	Asia/Shanghai		
Xiangdian	25.44362	116.20985	P	PPLA4	CN	0		368	Asia/Shanghai		
Yanggu	25.38606	116.31629	P	PPLA4	CN	0		261	Asia/Shanghai		
Buyun	25.27031	116.85473	P	PPLA4	CN	0		834	Asia/Shanghai		
Shanhu	25.23111	116.32722	P	PPLA4	CN	0		305	Asia/Shanghai		
Wudong	25.1093	116.246	P	PPLA4	CN	0		260	Asia/Shanghai		
Qifang	25.10001	116.09945	P	PPLA4	CN	0		277	Asia/Shanghai		
Xikou	25.06415	116.67504	P	PPLA4	CN	0		313	Asia/Shanghai		
Lincheng	25.05938	116.40808	P	PPLA4	CN	0		195	Asia/Shanghai		
Nanyang	25.02654	116.95252	P	PPLA4	CN	0		390	Asia/Shanghai		
Aodong	25.45298	119.72937	P	PPLA4	CN	0		43	Asia/Shanghai		
Baitang	25.45047	119.09493	P	PPLA4	CN	0		7	Asia/Shanghai		
Dalian	25.64031	119.6858	P	PPLA4	CN	0		19	Asia/Shanghai		
Guohuan	25.47693	119.11065	P	PPLA4	CN	0		11	Asia/Shanghai		
Hunan	25.97138	119.64571	P	PPLA4	CN	0		5	Asia/Shanghai		
Lancheng	25.5107	119.77752	P	PPLA4	CN	0		11	Asia/Shanghai		
Luolian	25.85585	119.46864	P	PPLA4	CN	0		95	Asia/Shanghai		
Luyang	25.58556	119.75774	P	PPLA4	CN	0		12	Asia/Shanghai		
Minjiang	25.95631	119.39203	P	PPLA4	CN	0		10	Asia/Shanghai		
Nanling	25.77093	119.49613	P	PPLA4	CN	0		283	Asia/Shanghai		
Qingkou	25.89412	119.38616	P	PPLA4	CN	0		14	Asia/Shanghai		
Sanjiangkou	25.44296	119.11568	P	PPLA4	CN	0		7	Asia/Shanghai		
Shapu	25.4355	119.5243	P	PPLA4	CN	0		20	Asia/Shanghai		
Wenwusha	25.89892	119.57537	P	PPLA4	CN	0		2	Asia/Shanghai		
Xincuo	25.51381	119.25121	P	PPLA4	CN	0		17	Asia/Shanghai		
Xiuyu	25.2555	119.03454	P	PPLA4	CN	0		17	Asia/Shanghai		
Yangxia	25.74227	119.38003	P	PPLA4	CN	0		16	Asia/Shanghai		
Yinxi	25.73305	119.35866	P	PPLA4	CN	0		12	Asia/Shanghai		
Yutou	25.64963	119.58888	P	PPLA4	CN	0		31	Asia/Shanghai		
Nanhai	25.37574	119.71788	P	PPLA4	CN	0		3	Asia/Shanghai		
Zhonglou	25.56294	119.7724	P	PPLA4	CN	0		12	Asia/Shanghai		
Zhoutou	37.91222	115.01639	P	PPLA4	CN	0		46	Asia/Shanghai		
Liantang	27.92389	118.51611	P	PPLA4	CN	0		238	Asia/Shanghai		
Wan'an	27.91667	118.55389	P	PPLA4	CN	0		257	Asia/Shanghai		
Xidong	27.75028	118.77972	P	PPLA4	CN	0		301	Asia/Shanghai		
Da'an	27.51007	119.51852	P	PPLA4	CN	0		876	Asia/Shanghai		
Xiadang	27.40833	119.305	P	PPLA4	CN	0		627	Asia/Shanghai		
Qingyuan	27.40163	119.49	P	PPLA4	CN	0		930	Asia/Shanghai		
Qinyang	27.38528	119.39056	P	PPLA4	CN	0		455	Asia/Shanghai		
Xingxi	27.36759	118.85806	P	PPLA4	CN	0		210	Asia/Shanghai		
Zhuguanlong	27.34184	119.56373	P	PPLA4	CN	0		613	Asia/Shanghai		
Fankeng	27.30694	119.72361	P	PPLA4	CN	0		629	Asia/Shanghai		
Yingshan	27.28333	119.80194	P	PPLA4	CN	0		773	Asia/Shanghai		
Zhayang	27.23889	119.97702	P	PPLA4	CN	0		700	Asia/Shanghai		
Dongyuan	27.21333	119.89631	P	PPLA4	CN	0		664	Asia/Shanghai		
Tantou	27.20479	119.66067	P	PPLA4	CN	0		135	Asia/Shanghai		
Huangbai	27.18651	119.78422	P	PPLA4	CN	0		717	Asia/Shanghai		
Xiaoyang	27.18773	119.45095	P	PPLA4	CN	0		658	Asia/Shanghai		
Shuiyuan	27.15833	118.74	P	PPLA4	CN	0		167	Asia/Shanghai		
Puyuan	27.12333	119.29444	P	PPLA4	CN	0		914	Asia/Shanghai		
Zhaizhong	27.12436	119.85976	P	PPLA4	CN	0		580	Asia/Shanghai		
Banzhong	27.10083	119.6275	P	PPLA4	CN	0		27	Asia/Shanghai		
Kangcuo	27.05258	119.53172	P	PPLA4	CN	0		38	Asia/Shanghai		
Limen	27.04566	119.20944	P	PPLA4	CN	0		1020	Asia/Shanghai		
Haidao	26.50443	120.04817	P	PPLA4	CN	0		16	Asia/Shanghai		
Xibin	26.36832	118.37469	P	PPLA4	CN	0		99	Asia/Shanghai		
Xicheng	26.16302	118.14193	P	PPLA4	CN	0		177	Asia/Shanghai		
Xinyang	26.05119	117.94488	P	PPLA4	CN	0		298	Asia/Shanghai		
Tianyuan	26.0543	116.84505	P	PPLA4	CN	0		284	Asia/Shanghai		
Qitao	26.05258	117.86874	P	PPLA4	CN	0		454	Asia/Shanghai		
Yupeng	26.10111	117.04111	P	PPLA4	CN	0		395	Asia/Shanghai		
Baziqiao	26.1879	117.84999	P	PPLA4	CN	0		662	Asia/Shanghai		
Chengnan	26.2156	116.71409	P	PPLA4	CN	0		322	Asia/Shanghai		
Xiaochi	26.23371	117.01808	P	PPLA4	CN	0		421	Asia/Shanghai		
Xinshi	26.24859	116.5142	P	PPLA4	CN	0		359	Asia/Shanghai		
Nanxia	26.28085	117.87445	P	PPLA4	CN	0		406	Asia/Shanghai		
Xubi	26.27975	117.63252	P	PPLA4	CN	0		137	Asia/Shanghai		
Chenda	26.31421	117.6447	P	PPLA4	CN	0		152	Asia/Shanghai		
Hanxian	26.35974	117.2901	P	PPLA4	CN	0		302	Asia/Shanghai		
Langkou	26.3874	117.83967	P	PPLA4	CN	0		105	Asia/Shanghai		
Helong	26.4462	116.65367	P	PPLA4	CN	0		589	Asia/Shanghai		
Xiafang	26.57247	116.93405	P	PPLA4	CN	0		409	Asia/Shanghai		
Lishu	26.59332	117.71623	P	PPLA4	CN	0		223	Asia/Shanghai		
Long'an	26.63372	117.03489	P	PPLA4	CN	0		399	Asia/Shanghai		
Dushang	26.68917	116.75459	P	PPLA4	CN	0		373	Asia/Shanghai		
Dabu	26.71407	117.00935	P	PPLA4	CN	0		293	Asia/Shanghai		
Huangbu	26.7421	116.65326	P	PPLA4	CN	0		421	Asia/Shanghai		
Kaishan	26.75328	117.18014	P	PPLA4	CN	0		395	Asia/Shanghai		
Shuinan	26.72464	117.7954	P	PPLA4	CN	0		442	Asia/Shanghai		
Hedong	26.83537	116.8479	P	PPLA4	CN	0		300	Asia/Shanghai		
Jihui	26.85112	117.89807	P	PPLA4	CN	0		159	Asia/Shanghai		
Hongdun	26.97827	117.66631	P	PPLA4	CN	0		156	Asia/Shanghai		
Danxi	24.60937	115.77546	P	PPLA4	CN	0		495	Asia/Shanghai		
Wudang	24.63993	114.75217	P	PPLA4	CN	0		382	Asia/Shanghai		
Changpu	24.74178	115.52278	P	PPLA4	CN	0		252	Asia/Shanghai		
Lintang	24.79095	114.79687	P	PPLA4	CN	0		252	Asia/Shanghai		
Nanqiao	24.79441	115.71478	P	PPLA4	CN	0		269	Asia/Shanghai		
Taojiang	24.91684	114.77973	P	PPLA4	CN	0		204	Asia/Shanghai		
Luoshan	25.14475	115.81645	P	PPLA4	CN	0		261	Asia/Shanghai		
Changling	25.24635	115.80093	P	PPLA4	CN	0		341	Asia/Shanghai		
Dongtou	25.30733	115.91029	P	PPLA4	CN	0		572	Asia/Shanghai		
Caifang	25.30039	115.44563	P	PPLA4	CN	0		244	Asia/Shanghai		
Shuangyuan	25.49304	115.30032	P	PPLA4	CN	0		303	Asia/Shanghai		
Baying	25.64721	115.96943	P	PPLA4	CN	0		280	Asia/Shanghai		
Zhuangbu	25.69845	115.59398	P	PPLA4	CN	0		162	Asia/Shanghai		
Qilushan	25.6958	115.29845	P	PPLA4	CN	0		208	Asia/Shanghai		
Fenghuangdong	25.7275	115.74139	P	PPLA4	CN	0		269	Asia/Shanghai		
Hefeng	25.80085	115.48863	P	PPLA4	CN	0		185	Asia/Shanghai		
Xinbei	25.87383	115.34757	P	PPLA4	CN	0		121	Asia/Shanghai		
Xiaomi	25.87659	115.70641	P	PPLA4	CN	0		198	Asia/Shanghai		
Luojiang	25.88001	115.25255	P	PPLA4	CN	0		127	Asia/Shanghai		
Shaxin	25.99333	115.7663	P	PPLA4	CN	0		228	Asia/Shanghai		
Zhukeng	26.2156	116.36119	P	PPLA4	CN	0		250	Asia/Shanghai		
Jiecun	26.21889	115.43639	P	PPLA4	CN	0		190	Asia/Shanghai		
Jiantian	26.27445	115.01875	P	PPLA4	CN	0		110	Asia/Shanghai		
Butou	26.29083	115.3375	P	PPLA4	CN	0		140	Asia/Shanghai		
Longping	26.35555	115.23522	P	PPLA4	CN	0		216	Asia/Shanghai		
Dinglong	26.41545	115.45451	P	PPLA4	CN	0		230	Asia/Shanghai		
Shuicha	26.52306	115.06637	P	PPLA4	CN	0		242	Asia/Shanghai		
Tangfang	26.62166	116.48289	P	PPLA4	CN	0		242	Asia/Shanghai		
Xiaping	26.73139	114.27028	P	PPLA3	CN	0		253	Asia/Shanghai		
Guanxi	26.75287	115.12184	P	PPLA4	CN	0		80	Asia/Shanghai		
Sanfang	26.86924	115.41456	P	PPLA4	CN	0		140	Asia/Shanghai		
Wanhe	26.89612	115.02731	P	PPLA4	CN	0		57	Asia/Shanghai		
Qianshan	26.93118	116.46983	P	PPLA4	CN	0		203	Asia/Shanghai		
Wenbei	26.94287	115.11434	P	PPLA4	CN	0		56	Asia/Shanghai		
Zhangping	27.99683	117.42082	P	PPLA4	CN	0		420	Asia/Shanghai		
Taiyuan	28.00917	117.50778	P	PPLA4	CN	0		211	Asia/Shanghai		
Pengwan	28.09564	117.12354	P	PPLA4	CN	0		78	Asia/Shanghai		
Gangdong	28.11639	117.6625	P	PPLA4	CN	0		126	Asia/Shanghai		
Yingjiang	28.13861	117.91333	P	PPLA4	CN	0		246	Asia/Shanghai		
Tieshan	28.21528	118.09503	P	PPLA4	CN	0		234	Asia/Shanghai		
Hongqiao	28.24889	117.68444	P	PPLA4	CN	0		190	Asia/Shanghai		
Xin'anbu	28.26701	117.5943	P	PPLA4	CN	0		99	Asia/Shanghai		
Ehu	28.2905	117.79431	P	PPLA4	CN	0		65	Asia/Shanghai		
Hengshan	28.31724	118.19706	P	PPLA4	CN	0		163	Asia/Shanghai		
Shatian	28.33801	118.2807	P	PPLA4	CN	0		132	Asia/Shanghai		
Hongtang	28.35815	117.01661	P	PPLA4	CN	0		38	Asia/Shanghai		
Dongtuan	28.39142	117.84863	P	PPLA4	CN	0		84	Asia/Shanghai		
Maocun	28.3942	118.36436	P	PPLA4	CN	0		152	Asia/Shanghai		
Dashi	28.40247	118.21232	P	PPLA4	CN	0		135	Asia/Shanghai		
Huating	28.43389	117.44222	P	PPLA4	CN	0		56	Asia/Shanghai		
Gangbian	28.46639	117.68917	P	PPLA4	CN	0		104	Asia/Shanghai		
Paishan	28.45956	118.27939	P	PPLA4	CN	0		179	Asia/Shanghai		
Puqian	28.47333	117.61361	P	PPLA4	CN	0		92	Asia/Shanghai		
Shehou	28.48011	118.36733	P	PPLA4	CN	0		282	Asia/Shanghai		
Wucun	28.49891	118.27715	P	PPLA4	CN	0		190	Asia/Shanghai		
Huqiao	28.54833	118.15778	P	PPLA4	CN	0		107	Asia/Shanghai		
Xianyan	28.57333	118.39417	P	PPLA4	CN	0		154	Asia/Shanghai		
Hufeng	28.59028	118.19083	P	PPLA4	CN	0		107	Asia/Shanghai		
Liudu	28.64612	118.30518	P	PPLA4	CN	0		111	Asia/Shanghai		
Linhu	28.65958	117.93768	P	PPLA4	CN	0		116	Asia/Shanghai		
Shangfang	28.67833	117.04583	P	PPLA4	CN	0		52	Asia/Shanghai		
Yanrui	28.71399	118.33715	P	PPLA4	CN	0		108	Asia/Shanghai		
Siguqiao	28.74677	118.26191	P	PPLA4	CN	0		112	Asia/Shanghai		
Baiyun	28.75779	118.32593	P	PPLA4	CN	0		120	Asia/Shanghai		
Zhangcun	28.76023	117.56065	P	PPLA4	CN	0		69	Asia/Shanghai		
Lilin	28.86338	117.16505	P	PPLA4	CN	0		30	Asia/Shanghai		
Wukou	28.98062	117.23916	P	PPLA4	CN	0		29	Asia/Shanghai		
Gaojia	29.00111	117.3825	P	PPLA4	CN	0		65	Asia/Shanghai		
Tanbuqiao	29.00701	117.62965	P	PPLA4	CN	0		57	Asia/Shanghai		
Liyang	29.22064	117.03697	P	PPLA4	CN	0		28	Asia/Shanghai		
Zhentou	29.26677	117.46827	P	PPLA4	CN	0		100	Asia/Shanghai		
Longshan	29.27061	117.68489	P	PPLA4	CN	0		109	Asia/Shanghai		
Jialu	29.3532	117.62056	P	PPLA4	CN	0		129	Asia/Shanghai		
Bailu	27.91014	116.19944	P	PPLA4	CN	0		43	Asia/Shanghai		
Baimaqiao	28.6401	116.73804	P	PPLA4	CN	0		24	Asia/Shanghai		
Baixu	28.26156	116.25249	P	PPLA4	CN	0		40	Asia/Shanghai		
Bajiang	27.20363	115.35152	P	PPLA4	CN	0		54	Asia/Shanghai		
Beigang	27.92873	115.09341	P	PPLA4	CN	0		60	Asia/Shanghai		
Changjun	28.86618	115.71419	P	PPLA4	CN	0		39	Asia/Shanghai		
Chenfangji	28.05939	116.55376	P	PPLA4	CN	0		48	Asia/Shanghai		
Chonggang	27.91126	116.37424	P	PPLA4	CN	0		52	Asia/Shanghai		
Daqiao	28.05453	115.5806	P	PPLA4	CN	0		30	Asia/Shanghai		
Datang	28.7796	116.51844	P	PPLA4	CN	0		34	Asia/Shanghai		
Dayangzhou	27.90059	115.44898	P	PPLA4	CN	0		34	Asia/Shanghai		
Dengdun	28.3996	116.57632	P	PPLA4	CN	0		31	Asia/Shanghai		
Dengfang	27.81112	116.5249	P	PPLA4	CN	0		60	Asia/Shanghai		
Dinghu	28.83756	115.54494	P	PPLA4	CN	0		35	Asia/Shanghai		
Dongxin	28.58932	115.82777	P	PPLA4	CN	0		20	Asia/Shanghai		
Dongyuan	28.77049	116.4486	P	PPLA4	CN	0		20	Asia/Shanghai		
Duantan	28.26846	115.95242	P	PPLA4	CN	0		24	Asia/Shanghai		
Ducheng	28.23346	115.49153	P	PPLA4	CN	0		52	Asia/Shanghai		
Fubei	28.00653	116.2928	P	PPLA4	CN	0		47	Asia/Shanghai		
Gangshang	28.41721	115.86328	P	PPLA4	CN	0		29	Asia/Shanghai		
Gaoping	27.92713	116.15487	P	PPLA4	CN	0		50	Asia/Shanghai		
Gugang	27.38413	116.00116	P	PPLA4	CN	0		196	Asia/Shanghai		
Hangbu	27.8153	116.24578	P	PPLA4	CN	0		53	Asia/Shanghai		
Hebu	27.78825	116.39827	P	PPLA4	CN	0		57	Asia/Shanghai		
Heling	28.35314	115.41082	P	PPLA4	CN	0		47	Asia/Shanghai		
Heshan	28.59817	116.55225	P	PPLA4	CN	0		28	Asia/Shanghai		
Hongjiazui	28.6991	116.65764	P	PPLA4	CN	0		19	Asia/Shanghai		
Houtian	28.46522	115.7906	P	PPLA4	CN	0		37	Asia/Shanghai		
Hualingang	28.70633	116.69307	P	PPLA4	CN	0		19	Asia/Shanghai		
Huangcheng	28.36016	115.56156	P	PPLA4	CN	0		33	Asia/Shanghai		
Huangma	28.35209	116.01197	P	PPLA4	CN	0		35	Asia/Shanghai		
Huangxi	28.33408	116.8767	P	PPLA4	CN	0		23	Asia/Shanghai		
Huangzhuang	28.47728	116.95165	P	PPLA4	CN	0		39	Asia/Shanghai		
Hutang	28.32362	115.61211	P	PPLA4	CN	0		30	Asia/Shanghai		
Huxu	28.17702	116.57448	P	PPLA4	CN	0		48	Asia/Shanghai		
Jiaokeng	27.75572	115.81605	P	PPLA4	CN	0		104	Asia/Shanghai		
Jingkou	28.65148	116.16057	P	PPLA4	CN	0		17	Asia/Shanghai		
Jinqiao	28.96994	115.90851	P	PPLA4	CN	0		18	Asia/Shanghai		
Jinshanzui	28.73351	116.56033	P	PPLA4	CN	0		18	Asia/Shanghai		
Lehua	28.82105	115.86489	P	PPLA4	CN	0		29	Asia/Shanghai		
Liancheng	27.89256	116.30715	P	PPLA4	CN	0		49	Asia/Shanghai		
Liugongmiao	28.11053	115.30574	P	PPLA4	CN	0		49	Asia/Shanghai		
Liuhu	28.46975	115.72189	P	PPLA4	CN	0		26	Asia/Shanghai		
Longhushan	28.12346	116.97592	P	PPLA4	CN	0		72	Asia/Shanghai		
Longtan	28.39259	115.23727	P	PPLA4	CN	0		43	Asia/Shanghai		
Longxi	27.71399	116.28787	P	PPLA4	CN	0		62	Asia/Shanghai		
Lufang	28.01048	116.82055	P	PPLA4	CN	0		62	Asia/Shanghai		
Luoshi	27.99225	115.82965	P	PPLA4	CN	0		37	Asia/Shanghai		
Luoting	28.89012	115.78707	P	PPLA4	CN	0		37	Asia/Shanghai		
Luozhen	28.12048	116.26273	P	PPLA4	CN	0		33	Asia/Shanghai		
Lusigang	28.75433	116.64983	P	PPLA4	CN	0		17	Asia/Shanghai		
Ma'an	27.74126	115.90438	P	PPLA4	CN	0		90	Asia/Shanghai		
Mahong	27.91907	115.01753	P	PPLA4	CN	0		60	Asia/Shanghai		
Maopai	27.62461	116.50517	P	PPLA4	CN	0		160	Asia/Shanghai		
Maqiu	28.67109	116.07842	P	PPLA4	CN	0		20	Asia/Shanghai		
Meiling	28.79225	115.74502	P	PPLA4	CN	0		189	Asia/Shanghai		
Nantai	28.49152	116.40419	P	PPLA4	CN	0		34	Asia/Shanghai		
Pengzhou	27.49205	115.72425	P	PPLA4	CN	0		114	Asia/Shanghai		
Qiaole	28.64414	115.56375	P	PPLA4	CN	0		64	Asia/Shanghai		
Qidu	27.2756	115.55631	P	PPLA4	CN	0		81	Asia/Shanghai		
Qiligang	28.0097	116.42416	P	PPLA4	CN	0		57	Asia/Shanghai		
Qingyun	28.66208	116.92472	P	PPLA4	CN	0		31	Asia/Shanghai		
Quanling	28.37799	116.07202	P	PPLA4	CN	0		29	Asia/Shanghai		
Raobu	28.87859	116.94728	P	PPLA4	CN	0		21	Asia/Shanghai		
Raofeng	28.95639	116.81944	P	PPLA4	CN	0		26	Asia/Shanghai		
Rongtang	28.10862	115.71516	P	PPLA4	CN	0		27	Asia/Shanghai		
Sangtian	27.12578	116.56666	P	PPLA4	CN	0		123	Asia/Shanghai		
Sanshan	27.84198	115.98771	P	PPLA4	CN	0		83	Asia/Shanghai		
Shanghu	28.34659	115.32742	P	PPLA4	CN	0		33	Asia/Shanghai		
Shuangcun	27.39386	115.21814	P	PPLA4	CN	0		76	Asia/Shanghai		
Songhu	27.90805	116.47421	P	PPLA4	CN	0		45	Asia/Shanghai		
Sundu	28.1395	115.76495	P	PPLA4	CN	0		26	Asia/Shanghai		
Tacheng	28.50673	116.09373	P	PPLA4	CN	0		23	Asia/Shanghai		
Tangang	27.41714	115.75305	P	PPLA4	CN	0		123	Asia/Shanghai		
Taobei	27.63188	116.2704	P	PPLA4	CN	0		84	Asia/Shanghai		
Taohua	28.65338	115.87306	P	PPLA4	CN	0		18	Asia/Shanghai		
Taoxi	27.7823	115.58172	P	PPLA4	CN	0		89	Asia/Shanghai		
Taoyuan	27.63758	116.04055	P	PPLA4	CN	0		119	Asia/Shanghai		
Tiannan	28.10676	115.10727	P	PPLA4	CN	0		68	Asia/Shanghai		
Tonglin	27.51229	115.4188	P	PPLA4	CN	0		85	Asia/Shanghai		
Wanchong	27.2127	115.70175	P	PPLA4	CN	0		112	Asia/Shanghai		
Wangcheng	28.67335	115.78138	P	PPLA4	CN	0		46	Asia/Shanghai		
Wangjia	28.70907	116.9386	P	PPLA4	CN	0		27	Asia/Shanghai		
Wuyang	28.51878	116.01045	P	PPLA4	CN	0		20	Asia/Shanghai		
Xiangshan	28.95348	115.98097	P	PPLA4	CN	0		27	Asia/Shanghai		
Xiangshan	27.55708	116.03011	P	PPLA4	CN	0		99	Asia/Shanghai		
Xiaohuang	28.31222	116.70972	P	PPLA4	CN	0		52	Asia/Shanghai		
Xiaotang	28.20853	115.91202	P	PPLA4	CN	0		26	Asia/Shanghai		
Xixia	28.85855	115.84326	P	PPLA4	CN	0		28	Asia/Shanghai		
Xufang	27.65317	116.21872	P	PPLA4	CN	0		78	Asia/Shanghai		
Xushangqiao	28.22879	116.54639	P	PPLA4	CN	0		48	Asia/Shanghai		
Yanbei	27.36974	115.53234	P	PPLA4	CN	0		81	Asia/Shanghai		
Yangqiaodian	28.37161	116.54184	P	PPLA4	CN	0		46	Asia/Shanghai		
Yangshan	28.76147	115.0287	P	PPLA4	CN	0		470	Asia/Shanghai		
Yangsi	28.99378	115.75551	P	PPLA4	CN	0		15	Asia/Shanghai		
Tianjingyuan	27.53171	116.6473	P	PPLA4	CN	0		74	Asia/Shanghai		
Yaotian	27.12964	115.62079	P	PPLA4	CN	0		114	Asia/Shanghai		
Yaoxu	28.1096	116.79311	P	PPLA4	CN	0		53	Asia/Shanghai		
Yonghe	27.03111	115.01469	P	PPLA4	CN	0		55	Asia/Shanghai		
Yuandu	28.26364	116.04724	P	PPLA4	CN	0		27	Asia/Shanghai		
Zhangxiang	28.14961	115.91308	P	PPLA4	CN	0		29	Asia/Shanghai		
Zhangshan	27.18495	115.04408	P	PPLA4	CN	0		67	Asia/Shanghai		
Zhanxu	28.22011	116.42363	P	PPLA4	CN	0		39	Asia/Shanghai		
Zhaobu	28.56996	116.26248	P	PPLA4	CN	0		24	Asia/Shanghai		
Zhenkou	27.39879	116.34287	P	PPLA4	CN	0		163	Asia/Shanghai		
Zuofang	27.82328	116.75091	P	PPLA4	CN	0		82	Asia/Shanghai		
Changping	35.24083	112.92667	P	PPLA4	CN	0		567	Asia/Shanghai		
Xingsha	28.23972	113.08778	P	PPLA3	CN	0		69	Asia/Shanghai		
Beizhouzi	29.16528	112.6875	P	PPLA4	CN	0		29	Asia/Shanghai		
Chating	28.4975	112.92611	P	PPLA4	CN	0		56	Asia/Shanghai		
Daweishan	28.46186	114.00785	P	PPLA4	CN	0		155	Asia/Shanghai		
Dongjing	28.08736	113.02881	P	PPLA4	CN	0		58	Asia/Shanghai		
Dongtang	28.7775	112.96917	P	PPLA4	CN	0		39	Asia/Shanghai		
Fanjiayuan	28.88556	113.08722	P	PPLA4	CN	0		77	Asia/Shanghai		
Guantouzui	29.05268	112.00184	P	PPLA4	CN	0		34	Asia/Shanghai		
Heishanzui	29.11189	112.00873	P	PPLA4	CN	0		31	Asia/Shanghai		
Heshan	28.5825	112.35028	P	PPLA3	CN	0		59	Asia/Shanghai		
Huangzhuzhou	29.11739	112.08466	P	PPLA4	CN	0		32	Asia/Shanghai		
Jiangjiazui	28.82167	112.22111	P	PPLA4	CN	0		37	Asia/Shanghai		
Liulinzhou	29.45639	113.01028	P	PPLA3	CN	0		27	Asia/Shanghai		
Longmen	28.80909	114.05276	P	PPLA4	CN	0		135	Asia/Shanghai		
Muyun	28.03333	112.97694	P	PPLA4	CN	0		87	Asia/Shanghai		
Yueyang	29.37455	113.09481	P	PPL	CN	1200000		43	Asia/Shanghai		
Qiaokou	28.5025	112.73333	P	PPLA4	CN	0		30	Asia/Shanghai		
Qiaoyi	28.41722	112.92028	P	PPLA4	CN	0		40	Asia/Shanghai		
Datong	29.06083	112.41611	P	PPLA4	CN	0		29	Asia/Shanghai		
Sanchahe	29.11778	112.29806	P	PPLA4	CN	0		31	Asia/Shanghai		
Qingtan	28.85972	112.84444	P	PPLA4	CN	0		25	Asia/Shanghai		
Shimeitang	29.19363	112.07017	P	PPLA4	CN	0		34	Asia/Shanghai		
Sijihong	29.10611	112.57056	P	PPLA4	CN	0		28	Asia/Shanghai		
Songmutang	28.31889	112.08194	P	PPLA4	CN	0		131	Asia/Shanghai		
Tuanzhou	29.3325	112.77222	P	PPLA4	CN	0		27	Asia/Shanghai		
Cuiping	28.24086	112.09975	P	PPLA4	CN	0		267	Asia/Shanghai		
Baisha	28.94389	112.37917	P	PPLA4	CN	0		30	Asia/Shanghai		
Xinhe	29.42694	112.51972	P	PPLA4	CN	0		28	Asia/Shanghai		
Xintang	28.99972	113.03417	P	PPLA4	CN	0		38	Asia/Shanghai		
Yuejiaqiao	28.32974	112.43658	P	PPLA4	CN	0		88	Asia/Shanghai		
Yujia'ao	28.19408	112.2626	P	PPLA4	CN	0		102	Asia/Shanghai		
Yuhua	28.58111	112.95333	P	PPLA4	CN	0		75	Asia/Shanghai		
Zhonghekou	29.32181	111.98759	P	PPLA4	CN	0		33	Asia/Shanghai		
Zhouwenmiao	28.9121	112.0517	P	PPLA4	CN	0		33	Asia/Shanghai		
Yanwukou	29.50138	109.91646	P	PPLA4	CN	0		352	Asia/Shanghai		
Shigaoshan	29.51358	109.46532	P	PPLA4	CN	0		532	Asia/Shanghai		
Xincheng	29.46207	109.45826	P	PPLA4	CN	0		460	Asia/Shanghai		
Bixidong	29.38414	109.68811	P	PPLA4	CN	0		509	Asia/Shanghai		
Xiluo	29.40866	109.46647	P	PPLA4	CN	0		529	Asia/Shanghai		
Cengjiawan	29.42049	109.37507	P	PPLA4	CN	0		486	Asia/Shanghai		
Longzui	29.33425	109.36722	P	PPLA4	CN	0		478	Asia/Shanghai		
Xinzhaipo	29.28478	109.42245	P	PPLA4	CN	0		757	Asia/Shanghai		
Shangdongjie	29.32972	109.98738	P	PPLA4	CN	0		385	Asia/Shanghai		
Xinchang	29.2581	109.73045	P	PPLA4	CN	0		502	Asia/Shanghai		
Chenzhouzhai	29.27342	109.4632	P	PPLA4	CN	0		746	Asia/Shanghai		
Luotache	29.20868	109.52266	P	PPLA4	CN	0		814	Asia/Shanghai		
Laoxingchang	29.15584	109.34311	P	PPLA4	CN	0		502	Asia/Shanghai		
Guitangba	29.10922	109.25927	P	PPLA4	CN	0		425	Asia/Shanghai		
Fengxizhai	29.0069	109.44554	P	PPLA4	CN	0		373	Asia/Shanghai		
Mengxihu	29.12196	109.47758	P	PPLA4	CN	0		337	Asia/Shanghai		
Xishaping	29.14257	109.5283	P	PPLA4	CN	0		622	Asia/Shanghai		
Liandonggang	29.00751	109.88227	P	PPLA4	CN	0		348	Asia/Shanghai		
Guancangping	29.18216	109.91864	P	PPLA4	CN	0		452	Asia/Shanghai		
Yanbanpu	29.09146	109.83273	P	PPLA4	CN	0		604	Asia/Shanghai		
Cheping	29.15444	110.0025	P	PPLA4	CN	0		438	Asia/Shanghai		
Yanchi	29.79922	110.92988	P	PPLA4	CN	0		207	Asia/Shanghai		
Baishi	29.70358	110.58521	P	PPLA4	CN	0		1062	Asia/Shanghai		
Zhenjiatai	29.69288	110.47533	P	PPLA4	CN	0		216	Asia/Shanghai		
