city_name	latitude	longitude	feature_class	feature_code	country_code	population	elevation	average_elevation	timezone		
Linxihe	29.63242	110.37134	P	PPLA4	CN	0		391	Asia/Shanghai		
Bamaoxi	29.67384	110.02487	P	PPLA4	CN	0		388	Asia/Shanghai		
Sifangxi	29.65954	110.16876	P	PPLA4	CN	0		384	Asia/Shanghai		
Zhangjiaqiao	29.50685	110.14202	P	PPLA4	CN	0		467	Asia/Shanghai		
Xianchiyu	29.46392	110.4714	P	PPLA4	CN	0		580	Asia/Shanghai		
Qiaotou	29.34699	110.28325	P	PPLA4	CN	0		385	Asia/Shanghai		
Shanmuqiao	29.53811	110.93215	P	PPLA4	CN	0		172	Asia/Shanghai		
Gaofeng	29.43683	110.91708	P	PPLA4	CN	0		724	Asia/Shanghai		
Xujiafang	29.24369	110.65468	P	PPLA4	CN	0		179	Asia/Shanghai		
Qing'anping	29.28083	110.15504	P	PPLA4	CN	0		384	Asia/Shanghai		
Daming	29.10783	110.05115	P	PPLA4	CN	0		524	Asia/Shanghai		
Chexi	29.11526	110.16718	P	PPLA4	CN	0		281	Asia/Shanghai		
Shuangxiqiao	29.02563	110.63937	P	PPLA4	CN	0		843	Asia/Shanghai		
Sigangtou	29.17672	110.67499	P	PPLA4	CN	0		216	Asia/Shanghai		
Wangjiaping	29.04439	110.81516	P	PPLA4	CN	0		385	Asia/Shanghai		
Nanshanping	29.31746	110.89411	P	PPLA4	CN	0		354	Asia/Shanghai		
Huolianpo	29.88371	111.45323	P	PPLA4	CN	0		106	Asia/Shanghai		
Fuxingchang	29.83438	111.8456	P	PPLA4	CN	0		75	Asia/Shanghai		
Shuanglong	29.81938	111.89868	P	PPLA4	CN	0		51	Asia/Shanghai		
Leigongta	29.79269	111.76927	P	PPLA4	CN	0		65	Asia/Shanghai		
Cennan	29.74993	111.76877	P	PPLA4	CN	0		43	Asia/Shanghai		
Zhongwu	29.77472	111.6725	P	PPLA4	CN	0		63	Asia/Shanghai		
Jinluo	29.8097	111.59812	P	PPLA4	CN	0		74	Asia/Shanghai		
Sansheng	29.80709	111.24757	P	PPLA4	CN	0		197	Asia/Shanghai		
Yangjiafang	29.75569	111.35753	P	PPLA4	CN	0		157	Asia/Shanghai		
Jiuli	29.69468	111.5857	P	PPLA4	CN	0		52	Asia/Shanghai		
Daping	29.66111	111.64361	P	PPLA4	CN	0		43	Asia/Shanghai		
Yongfeng	29.68413	111.93825	P	PPLA4	CN	0		37	Asia/Shanghai		
Xiaodukou	29.62833	111.91222	P	PPLA4	CN	0		36	Asia/Shanghai		
Jiuyuan	29.56613	111.92046	P	PPLA4	CN	0		32	Asia/Shanghai		
Lijiapu	29.49701	111.9193	P	PPLA4	CN	0		58	Asia/Shanghai		
Baohedi	29.40496	111.9906	P	PPLA4	CN	0		35	Asia/Shanghai		
Lingquan	29.52806	111.82361	P	PPLA4	CN	0		55	Asia/Shanghai		
Li'nan	29.61749	111.75611	P	PPLA4	CN	0		37	Asia/Shanghai		
Zhanggongmiao	29.60195	111.6467	P	PPLA4	CN	0		46	Asia/Shanghai		
Yangban	29.52996	111.69075	P	PPLA4	CN	0		47	Asia/Shanghai		
Fenghuo	29.45876	111.74773	P	PPLA4	CN	0		43	Asia/Shanghai		
Sixingang	29.35964	111.63591	P	PPLA4	CN	0		88	Asia/Shanghai		
Leigongmiao	29.25647	111.61783	P	PPLA4	CN	0		62	Asia/Shanghai		
Changlinggang	29.2332	111.69294	P	PPLA4	CN	0		81	Asia/Shanghai		
Taifu	29.28912	111.58562	P	PPLA4	CN	0		78	Asia/Shanghai		
Wenjia	29.38055	111.54469	P	PPLA4	CN	0		67	Asia/Shanghai		
Shanban	29.55707	111.52632	P	PPLA4	CN	0		93	Asia/Shanghai		
Xinguan	29.61969	111.30733	P	PPLA4	CN	0		83	Asia/Shanghai		
Mazongling	29.24065	111.45562	P	PPLA4	CN	0		63	Asia/Shanghai		
Haoping	29.27505	111.27133	P	PPLA4	CN	0		103	Asia/Shanghai		
Erfangping	29.28833	111.19389	P	PPLA4	CN	0		133	Asia/Shanghai		
Lingxi	29.37082	111.1741	P	PPLA4	CN	0		117	Asia/Shanghai		
Wuxihe	29.02283	111.4144	P	PPLA4	CN	0		46	Asia/Shanghai		
Fengshu	29.01583	111.48902	P	PPLA4	CN	0		41	Asia/Shanghai		
Mutangyuan	29.01573	111.54951	P	PPLA4	CN	0		36	Asia/Shanghai		
Huangjiapu	29.11326	111.28757	P	PPLA4	CN	0		55	Asia/Shanghai		
Guanxi	29.11215	111.61647	P	PPLA4	CN	0		44	Asia/Shanghai		
Caijiagang	29.18883	111.61821	P	PPLA4	CN	0		55	Asia/Shanghai		
Baiheshan	29.11278	111.80889	P	PPLA4	CN	0		29	Asia/Shanghai		
Fangshiping	29.80104	111.43765	P	PPLA4	CN	0		96	Asia/Shanghai		
Fuzhiping	28.89556	109.92333	P	PPLA4	CN	0		426	Asia/Shanghai		
Liexi	28.78611	109.83238	P	PPLA4	CN	0		384	Asia/Shanghai		
Xiqi	28.98214	109.66636	P	PPLA4	CN	0		423	Asia/Shanghai		
Heping	28.93464	109.72944	P	PPLA4	CN	0		319	Asia/Shanghai		
Duishan	28.91102	109.65838	P	PPLA4	CN	0		309	Asia/Shanghai		
Pojiao	28.88986	109.53175	P	PPLA4	CN	0		579	Asia/Shanghai		
Miao'ertan	28.9499	109.4731	P	PPLA4	CN	0		263	Asia/Shanghai		
Yanchong	28.80711	109.3421	P	PPLA4	CN	0		345	Asia/Shanghai		
Changtan	28.81611	109.30972	P	PPLA4	CN	0		281	Asia/Shanghai		
Bamian	28.88833	109.25417	P	PPLA4	CN	0		1249	Asia/Shanghai		
Mawang	28.77263	109.40111	P	PPLA4	CN	0		362	Asia/Shanghai		
Yezhuping	28.67514	109.29344	P	PPLA4	CN	0		659	Asia/Shanghai		
Tuanjie	28.54875	109.37733	P	PPLA4	CN	0		389	Asia/Shanghai		
Longtan	28.4891	109.39235	P	PPLA4	CN	0		510	Asia/Shanghai		
Mao'er	28.42259	109.35732	P	PPLA4	CN	0		521	Asia/Shanghai		
Paiwu	28.36543	109.4091	P	PPLA4	CN	0		586	Asia/Shanghai		
Pailiao	28.37629	109.60424	P	PPLA4	CN	0		698	Asia/Shanghai		
Jilue	28.36272	109.71034	P	PPLA4	CN	0		228	Asia/Shanghai		
Dongmaku	28.43198	109.56555	P	PPLA4	CN	0		750	Asia/Shanghai		
Morong	28.48878	109.84757	P	PPLA4	CN	0		282	Asia/Shanghai		
Woshao	28.50431	109.48118	P	PPLA4	CN	0		514	Asia/Shanghai		
Dao'er	28.51523	109.44055	P	PPLA4	CN	0		501	Asia/Shanghai		
Qingshui	28.60012	109.48193	P	PPLA4	CN	0		260	Asia/Shanghai		
Boji	28.6144	109.4018	P	PPLA4	CN	0		286	Asia/Shanghai		
Datuo	28.67642	109.46706	P	PPLA4	CN	0		436	Asia/Shanghai		
Longxi	28.74008	109.66701	P	PPLA4	CN	0		214	Asia/Shanghai		
Meihua	28.70044	109.65838	P	PPLA4	CN	0		333	Asia/Shanghai		
Shuangxi	28.61488	109.88065	P	PPLA4	CN	0		354	Asia/Shanghai		
Tuzha	28.5821	109.693	P	PPLA4	CN	0		463	Asia/Shanghai		
Shuiyin	28.57652	109.63586	P	PPLA4	CN	0		512	Asia/Shanghai		
Baiyan	28.42241	109.85101	P	PPLA4	CN	0		424	Asia/Shanghai		
Pingba	28.40861	109.94056	P	PPLA4	CN	0		515	Asia/Shanghai		
Shuangtang	28.19357	109.7056	P	PPLA4	CN	0		229	Asia/Shanghai		
Xiaozhang	28.12717	109.88512	P	PPLA4	CN	0		360	Asia/Shanghai		
Qiaoxikou	28.04309	109.68278	P	PPLA4	CN	0		299	Asia/Shanghai		
Sangongqiao	28.18843	109.64799	P	PPLA4	CN	0		215	Asia/Shanghai		
Zhaiyang	28.30988	109.65269	P	PPLA4	CN	0		230	Asia/Shanghai		
Shetangpo	28.22886	109.59865	P	PPLA4	CN	0		266	Asia/Shanghai		
Miliang	28.24381	109.50772	P	PPLA4	CN	0		671	Asia/Shanghai		
Dalongdong	28.27872	109.47693	P	PPLA4	CN	0		332	Asia/Shanghai		
Yaxi	28.20126	109.37512	P	PPLA4	CN	0		783	Asia/Shanghai		
Lianglin	28.15779	109.38385	P	PPLA4	CN	0		824	Asia/Shanghai		
Liangtouyang	28.12738	109.48598	P	PPLA4	CN	0		782	Asia/Shanghai		
Qiangongping	28.03007	109.50186	P	PPLA4	CN	0		478	Asia/Shanghai		
Shanjiang	28.0465	109.46303	P	PPLA4	CN	0		600	Asia/Shanghai		
Banpan	28.005	109.40167	P	PPLA4	CN	0		798	Asia/Shanghai		
Canmang	28.91925	110.89199	P	PPLA4	CN	0		199	Asia/Shanghai		
Nanmu	28.8809	110.90962	P	PPLA4	CN	0		267	Asia/Shanghai		
Luoping	28.6825	110.53611	P	PPLA4	CN	0		310	Asia/Shanghai		
Siduping	28.9305	110.4301	P	PPLA4	CN	0		405	Asia/Shanghai		
Shiziqiao	28.97958	110.06856	P	PPLA4	CN	0		518	Asia/Shanghai		
Huilongan	28.8893	110.18219	P	PPLA4	CN	0		359	Asia/Shanghai		
Baoping	28.82278	110.02694	P	PPLA4	CN	0		561	Asia/Shanghai		
Shanzao	28.46917	110.09694	P	PPLA4	CN	0		283	Asia/Shanghai		
Baisha	28.21971	110.21695	P	PPLA3	CN	0		107	Asia/Shanghai		
Kuixi	28.23353	110.81591	P	PPLA4	CN	0		293	Asia/Shanghai		
Shanxi	28.03167	110.95444	P	PPLA4	CN	0		508	Asia/Shanghai		
Yongping	28.15278	110.38083	P	PPLA4	CN	0		352	Asia/Shanghai		
Chuanxi	28.17167	110.26083	P	PPLA4	CN	0		187	Asia/Shanghai		
Guanyinsi	28.91617	111.08545	P	PPLA4	CN	0		82	Asia/Shanghai		
Qinglin	28.95426	111.4689	P	PPLA4	CN	0		47	Asia/Shanghai		
Shenshuigang	28.9159	111.39791	P	PPLA4	CN	0		47	Asia/Shanghai		
Xujiaqiao	28.91365	111.58476	P	PPLA4	CN	0		63	Asia/Shanghai		
Dingjiagang	28.88056	111.55972	P	PPLA4	CN	0		98	Asia/Shanghai		
Changmaoling	28.78611	111.60278	P	PPLA4	CN	0		74	Asia/Shanghai		
Siping	28.69028	111.29833	P	PPLA4	CN	0		74	Asia/Shanghai		
Guniushan	28.5457	111.26147	P	PPLA4	CN	0		421	Asia/Shanghai		
Luhuatan	28.66833	111.42417	P	PPLA4	CN	0		92	Asia/Shanghai		
Luojiaping	28.60234	111.78315	P	PPLA4	CN	0		85	Asia/Shanghai		
Qianjiaping	28.66111	111.70444	P	PPLA4	CN	0		148	Asia/Shanghai		
Xinxing	28.95722	111.82332	P	PPLA4	CN	0		34	Asia/Shanghai		
Weidihu	28.97635	111.96215	P	PPLA4	CN	0		32	Asia/Shanghai		
Wuqishan	28.63861	111.93972	P	PPLA4	CN	0		60	Asia/Shanghai		
Maidiping	29.49155	110.35859	P	PPLA4	CN	0		466	Asia/Shanghai		
Wuyahe	29.57652	109.71241	P	PPLA4	CN	0		910	Asia/Shanghai		
Zanguoping	29.02623	109.34877	P	PPLA4	CN	0		359	Asia/Shanghai		
Yezhu	28.55278	110.05139	P	PPLA4	CN	0		461	Asia/Shanghai		
Bamao	28.76639	109.48917	P	PPLA4	CN	0		326	Asia/Shanghai		
Baiyang	28.8072	109.73363	P	PPLA4	CN	0		338	Asia/Shanghai		
Dashuitian	27.41306	110.81528	P	PPLA4	CN	0		518	Asia/Shanghai		
Huxingshan	27.54889	110.69667	P	PPLA4	CN	0		1361	Asia/Shanghai		
Nanyuemiao	27.12733	110.85193	P	PPLA4	CN	0		273	Asia/Shanghai		
Sangesi	27.06694	110.95444	P	PPLA4	CN	0		254	Asia/Shanghai		
Bojia	26.46722	111.96806	P	PPL	CN	25000		89	Asia/Shanghai		
Qidi	26.95592	113.66137	P	PPLA4	CN	0		175	Asia/Shanghai		
Lingfang	26.72573	113.61415	P	PPLA4	CN	0		131	Asia/Shanghai		
Huanxi	26.56377	113.60096	P	PPLA4	CN	0		158	Asia/Shanghai		
Huju	26.91639	113.39	P	PPLA4	CN	0		96	Asia/Shanghai		
Jiangkou	26.65723	113.79717	P	PPLA4	CN	0		189	Asia/Shanghai		
Yatian	27.59194	111.01444	P	PPLA4	CN	0		470	Asia/Shanghai		
Beishan	27.08225	111.08811	P	PPLA4	CN	0		306	Asia/Shanghai		
Zhitang	26.9433	113.85997	P	PPLA4	CN	0		197	Asia/Shanghai		
Shimen	27.22694	111.03	P	PPLA4	CN	0		344	Asia/Shanghai		
Xiaotian	26.85587	113.83741	P	PPLA4	CN	0		462	Asia/Shanghai		
Batuan	27.03778	113.72167	P	PPLA4	CN	0		312	Asia/Shanghai		
Yaoshui	26.82554	113.68497	P	PPLA4	CN	0		146	Asia/Shanghai		
Yushanpu	27.15056	111.11306	P	PPLA4	CN	0		279	Asia/Shanghai		
Sidu	24.21544	115.25078	P	PPLA4	CN	0		226	Asia/Shanghai		
Shatian	24.14296	116.44715	P	PPLA4	CN	0		225	Asia/Shanghai		
Denggang	23.54457	116.51595	P	PPLA4	CN	0		4	Asia/Shanghai		
Xichang	23.61278	116.32632	P	PPLA4	CN	0		24	Asia/Shanghai		
Wushi	23.62639	115.19442	P	PPLA4	CN	0		152	Asia/Shanghai		
Linjiang	23.65125	114.69397	P	PPLA4	CN	0		40	Asia/Shanghai		
Shuikou	23.15412	114.52139	P	PPLA4	CN	0		22	Asia/Shanghai		
Songkeng	23.18251	114.91375	P	PPLA4	CN	0		203	Asia/Shanghai		
Mabei	23.49326	114.52286	P	PPLA4	CN	0		25	Asia/Shanghai		
Zengguang	23.01802	114.87215	P	PPLA4	CN	0		32	Asia/Shanghai		
Meilin	23.23987	115.99646	P	PPLA4	CN	0		65	Asia/Shanghai		
Chengtian	23.1863	116.47279	P	PPLA4	CN	0		4	Asia/Shanghai		
Daba	23.36421	116.18699	P	PPLA4	CN	0		26	Asia/Shanghai		
Xiayang	20.51299	110.50317	P	PPLA4	CN	0		19	Asia/Urumqi		
Beihe	20.653	109.87736	P	PPLA4	CN	0		22	Asia/Urumqi		
Tiandian	31.02945	113.44841	P	PPLA4	CN	0		42	Asia/Shanghai		
Hujindian	31.07222	113.65812	P	PPLA4	CN	0		34	Asia/Shanghai		
Muzi	31.22944	113.54694	P	PPLA4	CN	0		64	Asia/Shanghai		
Jidian	31.28732	113.90303	P	PPLA4	CN	0		52	Asia/Shanghai		
Wangyi Zhendian	31.33055	113.37964	P	PPLA4	CN	0		96	Asia/Shanghai		
Jieguan	31.43477	113.7543	P	PPLA4	CN	0		75	Asia/Shanghai		
Baolin	31.67382	113.87032	P	PPLA4	CN	0		103	Asia/Shanghai		
Shili	31.61416	113.88013	P	PPLA4	CN	0		71	Asia/Shanghai		
Guanmiao	31.70507	113.70487	P	PPLA4	CN	0		88	Asia/Shanghai		
Yudian	31.78364	113.6347	P	PPLA4	CN	0		102	Asia/Shanghai		
Zhichanghe	30.02806	111.84472	P	PPLA4	CN	0		39	Asia/Shanghai		
Zishi	30.18248	112.40878	P	PPLA4	CN	0		32	Asia/Shanghai		
Libu	30.32223	112.06667	P	PPLA4	CN	0		33	Asia/Shanghai		
Moshi	30.41487	111.23866	P	PPLA4	CN	0		196	Asia/Shanghai		
Luotaping	29.18713	110.12515	P	PPLA4	CN	0		356	Asia/Shanghai		
Gaoqiao	29.17454	110.98735	P	PPLA4	CN	0		244	Asia/Shanghai		
Luoshui	29.26829	110.25366	P	PPLA4	CN	0		332	Asia/Shanghai		
Maoba	29.27201	109.88738	P	PPLA4	CN	0		503	Asia/Shanghai		
Liangchahe	29.17574	109.7184	P	PPLA4	CN	0		407	Asia/Shanghai		
Guanba	29.29542	109.96572	P	PPLA4	CN	0		387	Asia/Shanghai		
Taozixi	29.30833	110.05444	P	PPLA4	CN	0		429	Asia/Shanghai		
Lianghekou	29.45222	110.02583	P	PPLA4	CN	0		331	Asia/Shanghai		
Xinglongjie	29.45498	109.53017	P	PPLA4	CN	0		537	Asia/Shanghai		
Sanhekou	29.62674	110.82416	P	PPLA4	CN	0		706	Asia/Shanghai		
Zhujiatai	29.74001	110.50272	P	PPLA4	CN	0		249	Asia/Shanghai		
Yongmao	29.01488	110.27533	P	PPLA4	CN	0		321	Asia/Shanghai		
Macha	29.04264	110.04669	P	PPLA4	CN	0		501	Asia/Shanghai		
Tasha	29.05806	109.56697	P	PPLA4	CN	0		574	Asia/Shanghai		
Xinzhaiping	29.1343	109.8918	P	PPLA4	CN	0		430	Asia/Shanghai		
Sanjiaguan	29.16305	110.2897	P	PPLA4	CN	0		503	Asia/Shanghai		
Jianxin	29.14513	110.5509	P	PPLA4	CN	0		205	Asia/Shanghai		
Matizhai	29.17291	109.62869	P	PPLA4	CN	0		593	Asia/Shanghai		
Shanmu	29.26674	109.84606	P	PPLA4	CN	0		469	Asia/Shanghai		
Zhonghuping	29.36406	110.38257	P	PPLA4	CN	0		505	Asia/Shanghai		
Ruchihe	29.29638	109.71399	P	PPLA4	CN	0		555	Asia/Shanghai		
Bishagou	29.34264	109.59139	P	PPLA4	CN	0		448	Asia/Shanghai		
Shuishaping	29.37779	109.55505	P	PPLA4	CN	0		658	Asia/Shanghai		
Tongche	29.50605	109.56718	P	PPLA4	CN	0		636	Asia/Shanghai		
Tianzishan	29.40972	110.43643	P	PPLA4	CN	0		684	Asia/Shanghai		
Zhaojiagang	29.49622	110.67698	P	PPLA4	CN	0		167	Asia/Shanghai		
Furongqiao	29.51435	110.30001	P	PPLA4	CN	0		416	Asia/Shanghai		
Jianjiapo	29.55271	109.95569	P	PPLA4	CN	0		726	Asia/Shanghai		
Nanzhen	29.87188	110.54848	P	PPLA4	CN	0		995	Asia/Shanghai		
Dengying	36.13889	120.57417	P	PPL	CN	4140		11	Asia/Shanghai		
Kutao	36.145	120.48778	P	PPL	CN	2770		43	Asia/Shanghai		
Beizhai	36.21972	120.52889	P	PPL	CN	1850		89	Asia/Shanghai		
Qingshancun	36.15415	120.6824	P	PPL	CN	2233		145	Asia/Shanghai		
Xinzhuang	39.0249	117.34377	P	PPLA4	CN	5191		4	Asia/Shanghai		
Weiwangzhuang	39.025	117.44083	P	PPL	CN	2214		2	Asia/Shanghai		
Goutou	39.805	117.19917	P	PPL	CN	4702		10	Asia/Shanghai		
Meipu	26.2112	118.89561	P	PPL	CN	1930		52	Asia/Shanghai		
Rong'an	26.12472	119.12139	P	PPL	CN	5510		15	Asia/Shanghai		
Shangjie	26.08679	119.18494	P	PPLA4	CN	7280		7	Asia/Shanghai		
Kuai'an	26.03417	119.41639	P	PPL	CN	3000		45	Asia/Shanghai		
Chengmen	25.99339	119.36136	P	PPLA4	CN	4280		8	Asia/Shanghai		
Hongtang	26.07056	119.23083	P	PPL	CN	1060		15	Asia/Shanghai		
Huai'an	26.09899	119.22171	P	PPL	CN	1350		16	Asia/Shanghai		
Donghu	26.23453	119.5143	P	PPLA4	CN	3360		31	Asia/Shanghai		
Houyu	26.05958	119.53502	P	PPLA4	CN	5180		10	Asia/Shanghai		
Jitou	26.47681	119.60517	P	PPL	CN	1700		3	Asia/Shanghai		
Beishan	26.43755	119.63278	P	PPL	CN	3720		9	Asia/Shanghai		
Huangtian	26.43851	118.62398	P	PPLA4	CN	2820		124	Asia/Shanghai		
Dingtou	26.83977	119.66111	P	PPL	CN	2430		16	Asia/Shanghai		
Miaoba	31.93615	108.51786	P	PPLA4	CN	0		660	Asia/Shanghai		
Zhaojia	31.08125	108.41164	P	PPLA4	CN	0		173	Asia/Shanghai		
Gulu	31.3301	109.43991	P	PPLA4	CN	0		721	Asia/Shanghai		
Dong'an	31.77756	109.08606	P	PPLA4	CN	0		1098	Asia/Shanghai		
Zhongliang	31.58986	109.339	P	PPLA4	CN	0		559	Asia/Shanghai		
Zouma	30.5696	108.43752	P	PPLA4	CN	0		603	Asia/Shanghai		
Shibao	30.42363	108.19222	P	PPLA4	CN	0		216	Asia/Shanghai		
Wuyang	30.20423	107.99764	P	PPLA4	CN	0		161	Asia/Shanghai		
Yantai	30.1467	107.3196	P	PPLA4	CN	0		391	Asia/Shanghai		
Miaoxi	29.05016	108.45902	P	PPLA4	CN	0		558	Asia/Shanghai		
Daxi	29.09405	109.14797	P	PPLA4	CN	0		391	Asia/Shanghai		
Miaoya	29.44593	107.31952	P	PPLA4	CN	0		780	Asia/Shanghai		
Sanmiao	30.23763	106.12704	P	PPLA4	CN	0		242	Asia/Shanghai		
Rongxi	28.52485	108.88038	P	PPLA4	CN	0		393	Asia/Shanghai		
Yipin	29.28472	106.56139	P	PPLA4	CN	0		233	Asia/Shanghai		
Longsheng	29.08139	106.81639	P	PPLA4	CN	0		410	Asia/Shanghai		
Lixi	28.53126	108.611	P	PPLA4	CN	0		547	Asia/Shanghai		
Ouyang	26.4191	109.216	P	PPL	CN	1164		395	Asia/Shanghai		
Dengyuantai	26.68806	110.54222	P	PPL	CN	2190		356	Asia/Shanghai		
Xinmin	24.71508	118.1305	P	PPLA4	CN	0		22	Asia/Shanghai		
Yingcun	24.60237	118.10399	P	PPLA4	CN	0		6	Asia/Shanghai		
Xike	24.66117	118.1433	P	PPLA4	CN	0		14	Asia/Shanghai		
Longjiao	24.25507	118.0553	P	PPLA4	CN	0		13	Asia/Shanghai		
Dongxiang	25.59456	119.88182	P	PPLA4	CN	0		14	Asia/Shanghai		
Xindu	25.39912	119.03789	P	PPLA4	CN	0		7	Asia/Shanghai		
Chengdong	25.3682	118.7011	P	PPLA4	CN	0		52	Asia/Shanghai		
Shenqiao	23.73003	117.14051	P	PPLA4	CN	0		20	Asia/Shanghai		
Wenling	25.99662	119.64974	P	PPLA4	CN	0		7	Asia/Shanghai		
Baiqing	25.65119	119.76798	P	PPLA4	CN	0		85	Asia/Shanghai		
Yanggu'ao	27.48667	110.94389	P	PPLA4	CN	0		383	Asia/Shanghai		
Hetian	27.34694	110.97167	P	PPLA4	CN	0		403	Asia/Shanghai		
Matangshan	27.38806	110.69278	P	PPLA4	CN	0		1217	Asia/Shanghai		
Xiyangjiang	27.19028	110.82889	P	PPLA4	CN	0		308	Asia/Shanghai		
Qijiang	27.44944	110.97306	P	PPLA4	CN	0		360	Asia/Shanghai		
Hedong	27.52583	118.79083	P	PPLA4	CN	0		197	Asia/Shanghai		
Shitun	27.35773	118.75258	P	PPLA4	CN	0		187	Asia/Shanghai		
Chuanshi	27.2521	118.68463	P	PPLA4	CN	0		153	Asia/Shanghai		
Lidun	27.05167	119.28111	P	PPLA4	CN	0		893	Asia/Shanghai		
Xinpu	27.62843	119.93172	P	PPLA4	CN	0		278	Asia/Shanghai		
Dongxi	27.42371	119.95977	P	PPLA4	CN	0		358	Asia/Shanghai		
Wanpai	27.34928	119.9242	P	PPLA4	CN	0		608	Asia/Shanghai		
Shanjie	27.0775	111.01944	P	PPLA4	CN	0		267	Asia/Shanghai		
Jiangdong	23.58959	116.66221	P	PPLA4	CN	0		10	Asia/Shanghai		
Fengjiang	23.44669	116.12283	P	PPLA4	CN	0		9	Asia/Shanghai		
Tanxia	23.94515	115.53519	P	PPLA4	CN	0		140	Asia/Shanghai		
Hedong	23.9196	115.7801	P	PPLA4	CN	0		113	Asia/Shanghai		
Xinan	23.54668	116.80776	P	PPLA4	CN	0		4	Asia/Shanghai		
Wutun	34.63768	109.29512	P	PPLA4	CN	0		373	Asia/Shanghai		
Beitun	34.61769	109.23121	P	PPLA4	CN	0		378	Asia/Shanghai		
Xinxing	34.66689	109.27436	P	PPLA4	CN	0		384	Asia/Shanghai		
Zhenxing	34.66853	109.19284	P	PPLA4	CN	0		388	Asia/Shanghai		
Renliu	34.49017	109.22737	P	PPLA4	CN	0		361	Asia/Shanghai		
Zhangbu	34.48358	109.11732	P	PPLA4	CN	0		391	Asia/Shanghai		
Xiaojin	34.33951	109.41349	P	PPLA4	CN	0		980	Asia/Shanghai		
Muzhai	34.36606	109.36771	P	PPLA4	CN	0		792	Asia/Shanghai		
Tuqiao	34.35166	109.31878	P	PPLA4	CN	0		909	Asia/Shanghai		
Xiquan	34.40754	109.13858	P	PPLA4	CN	0		371	Asia/Shanghai		
Xinhe	34.41904	109.09974	P	PPLA4	CN	0		369	Asia/Shanghai		
Yuchu	34.50272	109.05788	P	PPLA4	CN	0		394	Asia/Shanghai		
Dongda	34.04407	108.76817	P	PPLA4	CN	0		425	Asia/Shanghai		
Xinglong	34.12468	108.8168	P	PPLA4	CN	0		419	Asia/Shanghai		
Qujiang	34.19316	108.98825	P	PPLA4	CN	0		488	Asia/Shanghai		
Dengjiapo	34.22723	109.02513	P	PPLA4	CN	0		455	Asia/Shanghai		
Daminggong	34.30455	108.96329	P	PPLA4	CN	0		398	Asia/Shanghai		
Hancheng	34.335	108.90778	P	PPLA4	CN	0		377	Asia/Shanghai		
Tanjia	34.33222	108.96778	P	PPLA4	CN	0		391	Asia/Shanghai		
Baoli	34.17095	109.13651	P	PPLA4	CN	0		682	Asia/Shanghai		
Huaxu	34.22495	109.18229	P	PPLA4	CN	0		452	Asia/Shanghai		
Shijiazhai	34.07805	109.14932	P	PPLA4	CN	0		553	Asia/Shanghai		
Yangzhuang	34.04125	109.14033	P	PPLA4	CN	0		627	Asia/Shanghai		
Wangmang	34.05786	109.05552	P	PPLA4	CN	0		535	Asia/Shanghai		
Wutai	34.03401	108.97121	P	PPLA4	CN	0		582	Asia/Shanghai		
Gaoqiao	34.24333	108.70556	P	PPLA4	CN	0		388	Asia/Shanghai		
Weifeng	34.19508	108.61343	P	PPLA4	CN	0		399	Asia/Shanghai		
Cangyou	34.16324	108.65444	P	PPLA4	CN	0		400	Asia/Shanghai		
Tianqiao	34.05194	108.5625	P	PPLA4	CN	0		457	Asia/Shanghai		
Jiufeng	34.10149	108.42703	P	PPLA4	CN	0		438	Asia/Shanghai		
Wuzhu	34.11302	108.658	P	PPLA4	CN	0		409	Asia/Shanghai		
Shijing	34.02833	108.58861	P	PPLA4	CN	0		510	Asia/Shanghai		
Houjia	34.16514	108.18082	P	PPLA4	CN	0		427	Asia/Shanghai		
Xinyang	34.48294	108.14052	P	PPLA4	CN	0		608	Asia/Shanghai		
Moxi	34.515	108.18889	P	PPLA4	CN	0		645	Asia/Shanghai		
Fengyang	34.68314	108.27722	P	PPLA4	CN	0		955	Asia/Shanghai		
Zhuganzhen	34.62417	108.30861	P	PPLA4	CN	0		859	Asia/Shanghai		
Liangshan	34.62085	108.19271	P	PPLA4	CN	0		866	Asia/Shanghai		
Dayang	34.49833	108.31083	P	PPLA4	CN	0		592	Asia/Shanghai		
Shiniu	34.50758	108.07272	P	PPLA4	CN	0		787	Asia/Shanghai		
Yanxia	34.57556	108.54306	P	PPLA4	CN	0		493	Asia/Shanghai		
Jianling	34.63972	108.415	P	PPLA4	CN	0		898	Asia/Shanghai		
Zhaoling	34.56306	108.4475	P	PPLA4	CN	0		573	Asia/Shanghai		
Fengyi	34.24914	108.41139	P	PPLA4	CN	0		416	Asia/Shanghai		
Tianfu	34.26444	108.59417	P	PPLA4	CN	0		399	Asia/Shanghai		
Fuzhai	34.25389	108.52222	P	PPLA4	CN	0		408	Asia/Shanghai		
Baiwang	34.67333	108.64911	P	PPLA4	CN	0		570	Asia/Shanghai		
Zhongzhang	34.55445	108.76684	P	PPLA4	CN	0		418	Asia/Shanghai		
Taiping	34.50583	108.73611	P	PPLA4	CN	0		473	Asia/Shanghai		
Yanwang	34.57167	108.80194	P	PPLA4	CN	0		433	Asia/Shanghai		
Longquan	34.68472	108.86806	P	PPLA4	CN	0		453	Asia/Shanghai		
Chongwen	34.4943	108.93317	P	PPLA4	CN	0		382	Asia/Shanghai		
